游戏日,烹饪店,轻装店,重装店
1,16[64] - 4[80],0[0] - 3[95],8[40] - 0[0]
2,29[116] - 36[720],6[24] - 22[685],7[35] - 1[50]
3,46[184] - 66[1320],29[116] - 35[1085],2[10] - 2[100]
4,14[56] - 96[1920],7[28] - 52[1625],6[30] - 3[150]
5,36[144] - 131[2620],1[4] - 65[2025],6[30] - 3[150]
6,18[72] - 156[3120],0[0] - 82[2555],7[35] - 3[150]
1,87[348] - 1[20],7[28] - 2[65],2[10] - 0[0]
2,132[528] - 23[460],0[0] - 20[645],7[35] - 1[70]
3,222[888] - 49[980],6[24] - 41[1300],1[5] - 3[185]
4,303[1212] - 74[1480],2[8] - 64[2020],1[5] - 3[185]
5,318[1272] - 103[2060],0[0] - 80[2520],1[5] - 3[185]
6,406[1624] - 127[2540],7[28] - 90[2850],8[40] - 3[185]
7,461[1844] - 135[2700],2[8] - 105[3320],4[20] - 4[235]
1,47[188] - 0[0],3[12] - 5[150],0[0] - 0[0]
2,127[508] - 21[420],5[20] - 19[595],11[55] - 0[0]
3,151[604] - 51[1020],0[0] - 33[1045],4[20] - 1[50]
4,249[996] - 72[1440],8[32] - 48[1510],4[20] - 1[50]
5,273[1092] - 101[2020],0[0] - 57[1800],1[5] - 2[100]
6,353[1412] - 124[2480],7[28] - 71[2220],2[10] - 2[100]
7,395[1580] - 138[2760],3[12] - 82[2575],2[10] - 2[100]
8,360[1440] - 172[3440],9[36] - 92[2895],1[5] - 3[150]
9,384[1536] - 193[3860],2[8] - 102[3210],1[5] - 4[250]
10,344[1376] - 221[4420],1[4] - 109[3440],1[5] - 4[250]
11,326[1304] - 244[4880],0[0] - 112[3530],5[25] - 5[325]
12,296[1184] - 269[5380],7[28] - 113[3560],5[25] - 5[325]
13,266[1064] - 282[5640],11[44] - 116[3650],7[35] - 5[325]
14,204[816] - 308[6160],6[24] - 119[3740],7[35] - 5[325]
15,128[512] - 340[6800],0[0] - 123[3865],7[35] - 5[325]
16,79[316] - 366[7320],1[4] - 125[3925],7[35] - 5[325]
17,60[240] - 384[7680],0[0] - 127[3985],7[35] - 5[325]
18,57[228] - 404[8080],0[0] - 128[4020],7[35] - 5[325]
19,4[16] - 421[8420],2[8] - 129[4055],7[35] - 5[325]
20,3[12] - 441[8820],4[16] - 130[4085],7[35] - 5[325]
21,4[16] - 461[9220],1[4] - 132[4145],7[35] - 5[325]
22,7[28] - 479[9580],5[20] - 133[4175],7[35] - 5[325]
23,2[8] - 492[9840],5[20] - 135[4235],7[35] - 5[325]
24,4[16] - 505[10100],1[4] - 137[4300],7[35] - 5[325]
25,0[0] - 512[10240],7[28] - 138[4330],7[35] - 5[325]
26,3[12] - 530[10600],2[8] - 140[4390],7[35] - 5[325]
27,4[16] - 546[10920],3[12] - 142[4455],7[35] - 5[325]
28,5[20] - 563[11260],0[0] - 144[4515],7[35] - 5[325]
29,5[20] - 578[11560],1[4] - 146[4575],7[35] - 5[325]
30,5[20] - 596[11920],3[12] - 148[4635],7[35] - 5[325]
31,1[4] - 600[12000],3[12] - 148[4635],7[35] - 5[325]
32,1[4] - 600[12000],3[12] - 148[4635],7[35] - 5[325]
33,1[4] - 600[12000],3[12] - 148[4635],7[35] - 5[325]
34,1[4] - 600[12000],3[12] - 148[4635],7[35] - 5[325]
35,1[4] - 600[12000],3[12] - 148[4635],7[35] - 5[325]
36,1[4] - 600[12000],3[12] - 148[4635],7[35] - 5[325]
37,1[4] - 591[11820],3[12] - 148[4635],7[35] - 5[325]
38,1[4] - 591[11820],3[12] - 148[4635],7[35] - 5[325]
39,1[4] - 591[11820],3[12] - 148[4635],7[35] - 5[325]
40,1[4] - 591[11820],3[12] - 148[4635],7[35] - 5[325]
41,1[4] - 591[11820],3[12] - 148[4635],7[35] - 5[325]
42,1[4] - 591[11820],3[12] - 148[4635],7[35] - 5[325]
43,1[4] - 582[11640],3[12] - 148[4635],7[35] - 5[325]
44,1[4] - 582[11640],3[12] - 148[4635],7[35] - 5[325]
45,1[4] - 582[11640],3[12] - 148[4635],7[35] - 5[325]
46,1[4] - 582[11640],3[12] - 148[4635],7[35] - 5[325]
47,1[4] - 582[11640],3[12] - 148[4635],7[35] - 5[325]
48,1[4] - 582[11640],3[12] - 148[4635],7[35] - 5[325]
49,1[4] - 573[11460],3[12] - 148[4635],7[35] - 5[325]
50,1[4] - 573[11460],3[12] - 148[4635],7[35] - 5[325]
51,1[4] - 573[11460],3[12] - 148[4635],7[35] - 5[325]
52,1[4] - 573[11460],3[12] - 148[4635],7[35] - 5[325]
53,1[4] - 573[11460],3[12] - 148[4635],7[35] - 5[325]
54,1[4] - 573[11460],3[12] - 148[4635],7[35] - 5[325]
55,1[4] - 563[11260],3[12] - 148[4635],7[35] - 5[325]
56,1[4] - 563[11260],3[12] - 148[4635],7[35] - 5[325]
57,1[4] - 563[11260],3[12] - 148[4635],7[35] - 5[325]
58,1[4] - 563[11260],3[12] - 148[4635],7[35] - 5[325]
59,1[4] - 563[11260],3[12] - 148[4635],7[35] - 5[325]
60,1[4] - 563[11260],3[12] - 148[4635],7[35] - 5[325]
61,1[4] - 553[11060],3[12] - 148[4635],7[35] - 5[325]
62,1[4] - 553[11060],3[12] - 148[4635],7[35] - 5[325]
63,1[4] - 553[11060],3[12] - 148[4635],7[35] - 5[325]
64,1[4] - 553[11060],3[12] - 148[4635],7[35] - 5[325]
65,1[4] - 553[11060],3[12] - 148[4635],7[35] - 5[325]
66,1[4] - 553[11060],3[12] - 148[4635],7[35] - 5[325]
67,1[4] - 543[10860],3[12] - 148[4635],7[35] - 5[325]
68,1[4] - 543[10860],3[12] - 148[4635],7[35] - 5[325]
69,1[4] - 543[10860],3[12] - 148[4635],7[35] - 5[325]
70,1[4] - 543[10860],3[12] - 148[4635],7[35] - 5[325]
71,1[4] - 543[10860],3[12] - 148[4635],7[35] - 5[325]
72,1[4] - 543[10860],3[12] - 148[4635],7[35] - 5[325]
73,1[4] - 533[10660],3[12] - 148[4635],7[35] - 5[325]
74,1[4] - 533[10660],3[12] - 148[4635],7[35] - 5[325]
75,1[4] - 533[10660],3[12] - 148[4635],7[35] - 5[325]
76,1[4] - 533[10660],3[12] - 148[4635],7[35] - 5[325]
77,1[4] - 533[10660],3[12] - 148[4635],7[35] - 5[325]
78,1[4] - 533[10660],3[12] - 148[4635],7[35] - 5[325]
79,1[4] - 523[10460],3[12] - 148[4635],7[35] - 5[325]
80,1[4] - 523[10460],3[12] - 148[4635],7[35] - 5[325]
81,1[4] - 523[10460],3[12] - 148[4635],7[35] - 5[325]
82,1[4] - 523[10460],3[12] - 148[4635],7[35] - 5[325]
83,1[4] - 523[10460],3[12] - 148[4635],7[35] - 5[325]
84,1[4] - 523[10460],3[12] - 148[4635],7[35] - 5[325]
85,1[4] - 513[10260],3[12] - 148[4635],7[35] - 5[325]
86,1[4] - 513[10260],3[12] - 148[4635],7[35] - 5[325]
87,1[4] - 513[10260],3[12] - 148[4635],7[35] - 5[325]
88,1[4] - 513[10260],3[12] - 148[4635],7[35] - 5[325]
89,1[4] - 513[10260],3[12] - 148[4635],7[35] - 5[325]
90,1[4] - 513[10260],3[12] - 148[4635],7[35] - 5[325]
91,1[4] - 503[10060],3[12] - 148[4635],7[35] - 5[325]
92,1[4] - 503[10060],3[12] - 148[4635],7[35] - 5[325]
93,1[4] - 503[10060],3[12] - 148[4635],7[35] - 5[325]
94,1[4] - 503[10060],3[12] - 148[4635],7[35] - 5[325]
95,1[4] - 503[10060],3[12] - 148[4635],7[35] - 5[325]
96,1[4] - 503[10060],3[12] - 148[4635],7[35] - 5[325]
97,1[4] - 493[9860],3[12] - 148[4635],7[35] - 5[325]
98,1[4] - 493[9860],3[12] - 148[4635],7[35] - 5[325]
99,1[4] - 493[9860],3[12] - 148[4635],7[35] - 5[325]
100,1[4] - 493[9860],3[12] - 148[4635],7[35] - 5[325]
101,1[4] - 493[9860],3[12] - 148[4635],7[35] - 5[325]
102,1[4] - 493[9860],3[12] - 148[4635],7[35] - 5[325]
103,1[4] - 483[9660],3[12] - 148[4635],7[35] - 5[325]
104,1[4] - 483[9660],3[12] - 148[4635],7[35] - 5[325]
105,1[4] - 483[9660],3[12] - 148[4635],7[35] - 5[325]
106,1[4] - 483[9660],3[12] - 148[4635],7[35] - 5[325]
107,1[4] - 483[9660],3[12] - 148[4635],7[35] - 5[325]
108,1[4] - 483[9660],3[12] - 148[4635],7[35] - 5[325]
109,1[4] - 473[9460],3[12] - 148[4635],7[35] - 5[325]
110,1[4] - 473[9460],3[12] - 148[4635],7[35] - 5[325]
111,1[4] - 473[9460],3[12] - 148[4635],7[35] - 5[325]
112,1[4] - 473[9460],3[12] - 148[4635],7[35] - 5[325]
113,1[4] - 473[9460],3[12] - 148[4635],7[35] - 5[325]
114,1[4] - 473[9460],3[12] - 148[4635],7[35] - 5[325]
115,1[4] - 463[9260],3[12] - 148[4635],7[35] - 5[325]
116,1[4] - 463[9260],3[12] - 148[4635],7[35] - 5[325]
117,1[4] - 463[9260],3[12] - 148[4635],7[35] - 5[325]
118,1[4] - 463[9260],3[12] - 148[4635],7[35] - 5[325]
119,1[4] - 463[9260],3[12] - 148[4635],7[35] - 5[325]
120,1[4] - 463[9260],3[12] - 148[4635],7[35] - 5[325]
121,1[4] - 453[9060],3[12] - 148[4635],7[35] - 5[325]
122,1[4] - 453[9060],3[12] - 148[4635],7[35] - 5[325]
123,1[4] - 453[9060],3[12] - 148[4635],7[35] - 5[325]
124,1[4] - 453[9060],3[12] - 148[4635],7[35] - 5[325]
125,1[4] - 453[9060],3[12] - 148[4635],7[35] - 5[325]
126,1[4] - 453[9060],3[12] - 148[4635],7[35] - 5[325]
127,1[4] - 443[8860],3[12] - 148[4635],7[35] - 5[325]
128,1[4] - 443[8860],3[12] - 148[4635],7[35] - 5[325]
129,1[4] - 443[8860],3[12] - 148[4635],7[35] - 5[325]
130,22634[90536] - 460[9200],3[12] - 148[4635],7[35] - 5[325]
131,22474[89896] - 492[9840],3[12] - 148[4635],7[35] - 5[325]
132,22324[89296] - 522[10440],3[12] - 148[4635],7[35] - 5[325]
133,22204[88816] - 535[10700],3[12] - 148[4635],7[35] - 5[325]
134,22119[88476] - 553[11060],3[12] - 148[4635],7[35] - 5[325]
135,21954[87816] - 586[11720],3[12] - 148[4635],7[35] - 5[325]
136,21809[87236] - 615[12300],3[12] - 148[4635],7[35] - 5[325]
137,21689[86756] - 639[12780],3[12] - 148[4635],7[35] - 5[325]
138,21549[86196] - 667[13340],3[12] - 148[4635],7[35] - 5[325]
139,21434[85736] - 680[13600],3[12] - 148[4635],7[35] - 5[325]
140,21319[85276] - 703[14060],3[12] - 148[4635],7[35] - 5[325]
141,21184[84736] - 730[14600],3[12] - 148[4635],7[35] - 5[325]
142,21019[84076] - 763[15260],3[12] - 148[4635],7[35] - 5[325]
143,20879[83516] - 791[15820],3[12] - 148[4635],7[35] - 5[325]
144,20734[82936] - 820[16400],3[12] - 148[4635],7[35] - 5[325]
145,20589[82356] - 839[16780],3[12] - 148[4635],7[35] - 5[325]
146,20444[81776] - 868[17360],3[12] - 148[4635],7[35] - 5[325]
147,20354[81416] - 886[17720],3[12] - 148[4635],7[35] - 5[325]
148,20224[80896] - 912[18240],3[12] - 148[4635],7[35] - 5[325]
149,20099[80396] - 937[18740],3[12] - 148[4635],7[35] - 5[325]
150,19969[79876] - 963[19260],3[12] - 148[4635],7[35] - 5[325]
151,19794[79176] - 988[19760],3[12] - 148[4635],7[35] - 5[325]
152,19649[78596] - 1017[20340],3[12] - 148[4635],7[35] - 5[325]
153,19494[77976] - 1048[20960],3[12] - 148[4635],7[35] - 5[325]
154,19284[77136] - 1090[21800],3[12] - 148[4635],7[35] - 5[325]
155,19149[76596] - 1117[22340],3[12] - 148[4635],7[35] - 5[325]
156,19029[76116] - 1141[22820],3[12] - 148[4635],7[35] - 5[325]
157,18884[75536] - 1160[23200],3[12] - 148[4635],7[35] - 5[325]
158,18769[75076] - 1183[23660],3[12] - 148[4635],7[35] - 5[325]
159,18614[74456] - 1214[24280],3[12] - 148[4635],7[35] - 5[325]
160,18489[73956] - 1239[24780],3[12] - 148[4635],7[35] - 5[325]
161,18339[73356] - 1269[25380],3[12] - 148[4635],7[35] - 5[325]
162,18194[72776] - 1298[25960],3[12] - 148[4635],7[35] - 5[325]
163,18034[72136] - 1320[26400],3[12] - 148[4635],7[35] - 5[325]
164,17894[71576] - 1348[26960],3[12] - 148[4635],7[35] - 5[325]
165,17739[70956] - 1379[27580],3[12] - 148[4635],7[35] - 5[325]
166,17594[70376] - 1408[28160],3[12] - 148[4635],7[35] - 5[325]
167,17469[69876] - 1433[28660],3[12] - 148[4635],7[35] - 5[325]
168,17319[69276] - 1463[29260],3[12] - 148[4635],7[35] - 5[325]
169,17174[68696] - 1482[29640],3[12] - 148[4635],7[35] - 5[325]
170,17074[68296] - 1502[30040],3[12] - 148[4635],7[35] - 5[325]
171,16899[67596] - 1537[30740],3[12] - 148[4635],7[35] - 5[325]
172,16764[67056] - 1564[31280],3[12] - 148[4635],7[35] - 5[325]
173,16649[66596] - 1587[31740],3[12] - 148[4635],7[35] - 5[325]
174,16524[66096] - 1612[32240],3[12] - 148[4635],7[35] - 5[325]
175,16409[65636] - 1625[32500],3[12] - 148[4635],7[35] - 5[325]
176,16259[65036] - 1655[33100],3[12] - 148[4635],7[35] - 5[325]
177,16099[64396] - 1687[33740],3[12] - 148[4635],7[35] - 5[325]
178,15964[63856] - 1714[34280],3[12] - 148[4635],7[35] - 5[325]
179,26609[106436] - 1740[34800],3[12] - 148[4635],7[35] - 5[325]
180,26464[105856] - 1769[35380],3[12] - 148[4635],7[35] - 5[325]
181,26349[105396] - 1782[35640],3[12] - 148[4635],7[35] - 5[325]
182,26224[104896] - 1807[36140],3[12] - 148[4635],7[35] - 5[325]
183,26084[104336] - 1835[36700],3[12] - 148[4635],7[35] - 5[325]
184,25959[103836] - 1860[37200],3[12] - 148[4635],7[35] - 5[325]
185,25834[103336] - 1885[37700],3[12] - 148[4635],7[35] - 5[325]
186,25724[102896] - 1907[38140],3[12] - 148[4635],7[35] - 5[325]
187,25574[102296] - 1926[38520],3[12] - 148[4635],7[35] - 5[325]
188,25489[101956] - 1944[38880],3[12] - 148[4635],7[35] - 5[325]
189,25369[101476] - 1968[39360],3[12] - 148[4635],7[35] - 5[325]
190,25269[101076] - 1988[39760],3[12] - 148[4635],7[35] - 5[325]
191,25189[100756] - 2004[40080],3[12] - 148[4635],7[35] - 5[325]
192,25049[100196] - 2032[40640],3[12] - 148[4635],7[35] - 5[325]
193,24884[99536] - 2054[41080],3[12] - 148[4635],7[35] - 5[325]
194,24719[98876] - 2088[41760],3[12] - 148[4635],7[35] - 5[325]
195,24624[98496] - 2107[42140],3[12] - 148[4635],7[35] - 5[325]
196,24479[97916] - 2136[42720],3[12] - 148[4635],7[35] - 5[325]
197,24319[97276] - 2168[43360],3[12] - 148[4635],7[35] - 5[325]
198,24189[96756] - 2194[43880],3[12] - 148[4635],7[35] - 5[325]
199,24049[96196] - 2212[44240],3[12] - 148[4635],7[35] - 5[325]
200,23934[95736] - 2234[44680],3[12] - 148[4635],7[35] - 5[325]
201,23829[95316] - 2255[45100],3[12] - 148[4635],7[35] - 5[325]
202,23714[94856] - 2279[45580],3[12] - 148[4635],7[35] - 5[325]
203,23594[94376] - 2303[46060],3[12] - 148[4635],7[35] - 5[325]
204,23464[93856] - 2329[46580],3[12] - 148[4635],7[35] - 5[325]
205,23299[93196] - 2352[47040],3[12] - 148[4635],7[35] - 5[325]
206,23189[92756] - 2374[47480],3[12] - 148[4635],7[35] - 5[325]
207,23044[92176] - 2403[48060],3[12] - 148[4635],7[35] - 5[325]
208,22949[91796] - 2422[48440],3[12] - 148[4635],7[35] - 5[325]
209,22784[91136] - 2455[49100],3[12] - 148[4635],7[35] - 5[325]
210,22699[90796] - 2472[49440],3[12] - 148[4635],7[35] - 5[325]
211,22574[90296] - 2486[49720],3[12] - 148[4635],7[35] - 5[325]
212,22449[89796] - 2512[50240],3[12] - 148[4635],7[35] - 5[325]
213,22354[89416] - 2531[50620],3[12] - 148[4635],7[35] - 5[325]
214,22249[88996] - 2552[51040],3[12] - 148[4635],7[35] - 5[325]
215,22104[88416] - 2581[51620],3[12] - 148[4635],7[35] - 5[325]
216,21959[87836] - 2610[52200],3[12] - 148[4635],7[35] - 5[325]
217,21864[87456] - 2618[52360],3[12] - 148[4635],7[35] - 5[325]
218,21764[87056] - 2639[52780],3[12] - 148[4635],7[35] - 5[325]
219,21614[86456] - 2669[53380],3[12] - 148[4635],7[35] - 5[325]
220,21509[86036] - 2690[53800],3[12] - 148[4635],7[35] - 5[325]
221,21379[85516] - 2716[54320],3[12] - 148[4635],7[35] - 5[325]
222,21239[84956] - 2743[54860],3[12] - 148[4635],7[35] - 5[325]
223,21114[84456] - 2759[55180],3[12] - 148[4635],7[35] - 5[325]
224,20999[83996] - 2782[55640],3[12] - 148[4635],7[35] - 5[325]
225,20854[83416] - 2811[56220],3[12] - 148[4635],7[35] - 5[325]
226,20714[82856] - 2838[56760],3[12] - 148[4635],7[35] - 5[325]
227,20584[82336] - 2865[57300],3[12] - 148[4635],7[35] - 5[325]
228,20504[82016] - 2881[57620],3[12] - 148[4635],7[35] - 5[325]
229,20369[81476] - 2898[57960],3[12] - 148[4635],7[35] - 5[325]
230,20224[80896] - 2927[58540],3[12] - 148[4635],7[35] - 5[325]
231,20099[80396] - 2952[59040],3[12] - 148[4635],7[35] - 5[325]
232,19989[79956] - 2974[59480],3[12] - 148[4635],7[35] - 5[325]
233,19859[79436] - 2999[59980],3[12] - 148[4635],7[35] - 5[325]
234,19684[78736] - 3035[60700],3[12] - 148[4635],7[35] - 5[325]
235,19564[78256] - 3049[60980],3[12] - 148[4635],7[35] - 5[325]
236,19454[77816] - 3071[61420],3[12] - 148[4635],7[35] - 5[325]
237,19319[77276] - 3098[61960],3[12] - 148[4635],7[35] - 5[325]
238,19214[76856] - 3119[62380],3[12] - 148[4635],7[35] - 5[325]
239,19109[76436] - 3139[62780],3[12] - 148[4635],7[35] - 5[325]
240,18944[75776] - 3173[63460],3[12] - 148[4635],7[35] - 5[325]
241,18809[75236] - 3190[63800],3[12] - 148[4635],7[35] - 5[325]
242,18629[74516] - 3226[64520],3[12] - 148[4635],7[35] - 5[325]
243,18504[74016] - 3250[65000],3[12] - 148[4635],7[35] - 5[325]
244,18374[73496] - 3277[65540],3[12] - 148[4635],7[35] - 5[325]
245,33405[133620] - 3304[66080],3[12] - 148[4635],7[35] - 5[325]
246,33275[133100] - 3330[66600],3[12] - 148[4635],7[35] - 5[325]
247,33125[132500] - 3350[67000],3[12] - 148[4635],7[35] - 5[325]
248,32970[131880] - 3381[67620],3[12] - 148[4635],7[35] - 5[325]
249,32850[131400] - 3404[68080],3[12] - 148[4635],7[35] - 5[325]
250,32720[130880] - 3431[68620],3[12] - 148[4635],7[35] - 5[325]
251,32590[130360] - 3457[69140],3[12] - 148[4635],7[35] - 5[325]
252,32460[129840] - 3483[69660],3[12] - 148[4635],7[35] - 5[325]
253,32345[129380] - 3496[69920],3[12] - 148[4635],7[35] - 5[325]
254,32220[128880] - 3521[70420],3[12] - 148[4635],7[35] - 5[325]
255,32090[128360] - 3547[70940],3[12] - 148[4635],7[35] - 5[325]
256,31970[127880] - 3571[71420],3[12] - 148[4635],7[35] - 5[325]
257,31830[127320] - 3599[71980],3[12] - 148[4635],7[35] - 5[325]
258,31700[126800] - 3625[72500],3[12] - 148[4635],7[35] - 5[325]
259,31605[126420] - 3634[72680],3[12] - 148[4635],7[35] - 5[325]
260,31465[125860] - 3662[73240],3[12] - 148[4635],7[35] - 5[325]
261,31300[125200] - 3695[73900],3[12] - 148[4635],7[35] - 5[325]
262,34801[139204] - 3722[74440],3[12] - 148[4635],7[35] - 5[325]
263,34701[138804] - 3742[74840],3[12] - 148[4635],7[35] - 5[325]
264,34546[138184] - 3773[75460],3[12] - 148[4635],7[35] - 5[325]
265,34451[137804] - 3782[75640],3[12] - 148[4635],7[35] - 5[325]
266,34326[137304] - 3807[76140],3[12] - 148[4635],7[35] - 5[325]
267,34156[136624] - 3841[76820],3[12] - 148[4635],7[35] - 5[325]
268,35661[142644] - 3866[77320],3[12] - 148[4635],7[35] - 5[325]
269,35566[142264] - 3885[77700],3[12] - 148[4635],7[35] - 5[325]
270,35446[141784] - 3909[78180],3[12] - 148[4635],7[35] - 5[325]
271,35261[141044] - 3936[78720],3[12] - 148[4635],7[35] - 5[325]
272,35116[140464] - 3965[79300],3[12] - 148[4635],7[35] - 5[325]
273,34996[139984] - 3989[79780],3[12] - 148[4635],7[35] - 5[325]
274,34886[139544] - 4011[80220],3[12] - 148[4635],7[35] - 5[325]
275,36368[145472] - 4039[80780],3[12] - 148[4635],7[35] - 5[325]
276,36248[144992] - 4063[81260],3[12] - 148[4635],7[35] - 5[325]
277,36143[144572] - 4074[81480],3[12] - 148[4635],7[35] - 5[325]
278,36038[144152] - 4095[81900],3[12] - 148[4635],7[35] - 5[325]
279,35933[143732] - 4116[82320],3[12] - 148[4635],7[35] - 5[325]
280,35838[143352] - 4135[82700],3[12] - 148[4635],7[35] - 5[325]
281,35718[142872] - 4159[83180],3[12] - 148[4635],7[35] - 5[325]
282,35548[142192] - 4193[83860],3[12] - 148[4635],7[35] - 5[325]
283,35433[141732] - 4206[84120],3[12] - 148[4635],7[35] - 5[325]
284,35283[141132] - 4236[84720],3[12] - 148[4635],7[35] - 5[325]
285,35128[140512] - 4267[85340],3[12] - 148[4635],7[35] - 5[325]
286,35028[140112] - 4286[85720],3[12] - 148[4635],7[35] - 5[325]
287,34898[139592] - 4313[86260],3[12] - 148[4635],7[35] - 5[325]
288,34768[139072] - 4339[86780],3[12] - 148[4635],7[35] - 5[325]
289,34668[138672] - 4349[86980],3[12] - 148[4635],7[35] - 5[325]
290,34528[138112] - 4377[87540],3[12] - 148[4635],7[35] - 5[325]
291,34428[137712] - 4397[87940],3[12] - 148[4635],7[35] - 5[325]
292,34278[137112] - 4427[88540],3[12] - 148[4635],7[35] - 5[325]
293,34153[136612] - 4452[89040],3[12] - 148[4635],7[35] - 5[325]
294,34028[136112] - 4477[89540],3[12] - 148[4635],7[35] - 5[325]
295,33843[135372] - 4504[90080],3[12] - 148[4635],7[35] - 5[325]
296,33698[134792] - 4533[90660],3[12] - 148[4635],7[35] - 5[325]
297,33578[134312] - 4557[91140],3[12] - 148[4635],7[35] - 5[325]
298,33438[133752] - 4585[91700],3[12] - 148[4635],7[35] - 5[325]
299,33323[133292] - 4608[92160],3[12] - 148[4635],7[35] - 5[325]
300,33203[132812] - 4632[92640],3[12] - 148[4635],7[35] - 5[325]
301,33068[132272] - 4649[92980],3[12] - 148[4635],7[35] - 5[325]
302,32918[131672] - 4679[93580],3[12] - 148[4635],7[35] - 5[325]
303,32728[130912] - 4717[94340],3[12] - 148[4635],7[35] - 5[325]
304,39458[157832] - 4740[94800],3[12] - 148[4635],7[35] - 5[325]
305,39318[157272] - 4768[95360],3[12] - 148[4635],7[35] - 5[325]
306,39128[156512] - 4806[96120],3[12] - 148[4635],7[35] - 5[325]
307,38998[155992] - 4822[96440],3[12] - 148[4635],7[35] - 5[325]
308,38858[155432] - 4849[96980],3[12] - 148[4635],7[35] - 5[325]
309,38748[154992] - 4872[97440],3[12] - 148[4635],7[35] - 5[325]
310,38608[154432] - 4900[98000],3[12] - 148[4635],7[35] - 5[325]
311,38513[154052] - 4919[98380],3[12] - 148[4635],7[35] - 5[325]
312,38388[153552] - 4944[98880],3[12] - 148[4635],7[35] - 5[325]
313,38208[152832] - 4970[99400],3[12] - 148[4635],7[35] - 5[325]
314,38093[152372] - 4993[99860],3[12] - 148[4635],7[35] - 5[325]
315,38003[152012] - 5011[100220],3[12] - 148[4635],7[35] - 5[325]
316,37888[151552] - 5034[100680],3[12] - 148[4635],7[35] - 5[325]
317,37748[150992] - 5062[101240],3[12] - 148[4635],7[35] - 5[325]
318,37628[150512] - 5086[101720],3[12] - 148[4635],7[35] - 5[325]
319,37483[149932] - 5105[102100],3[12] - 148[4635],7[35] - 5[325]
320,37348[149392] - 5132[102640],3[12] - 148[4635],7[35] - 5[325]
321,37233[148932] - 5155[103100],3[12] - 148[4635],7[35] - 5[325]
322,37123[148492] - 5177[103540],3[12] - 148[4635],7[35] - 5[325]
323,37003[148012] - 5201[104020],3[12] - 148[4635],7[35] - 5[325]
324,41433[165732] - 5228[104560],3[12] - 148[4635],7[35] - 5[325]
324,41423[165692] - 5230[104600],3[12] - 148[4635],7[35] - 5[325]
1,56[224] - 0[0],0[0] - 4[120],2[10] - 0[0]
2,105[420] - 27[540],2[8] - 24[735],8[40] - 0[0]
1,21[84] - 0[0],0[0] - 5[155],0[0] - 0[0]
1,56[224] - 1[20],66[264] - 0[0],7[35] - 0[0]
2,80[320] - 17[340],1[4] - 18[560],6[30] - 1[65]
3,95[380] - 36[720],0[0] - 30[940],7[35] - 2[115]
1,40[160] - 0[0],0[0] - 3[100],0[0] - 0[0]
2,57[228] - 35[700],3[12] - 20[625],8[40] - 1[50]
3,128[512] - 69[1380],3[12] - 38[1200],3[15] - 2[100]
4,115[460] - 105[2100],1[4] - 50[1575],4[20] - 2[100]
5,185[740] - 132[2640],4[16] - 64[2015],1[5] - 3[150]
6,227[908] - 161[3220],2[8] - 74[2335],1[5] - 3[150]
7,259[1036] - 172[3440],5[20] - 82[2600],9[45] - 3[150]
1,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
1,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
1,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
2,120[480] - 14[280],7[28] - 14[435],9[45] - 0[0]
3,216[864] - 44[880],0[0] - 35[1105],2[10] - 1[50]
4,289[1156] - 69[1380],3[12] - 51[1610],6[30] - 1[50]
5,372[1488] - 103[2060],6[24] - 62[1945],4[20] - 2[125]
1,27[108] - 11[220],5[20] - 11[345],8[40] - 1[50]
2,116[464] - 43[860],70[280] - 27[850],2[10] - 2[125]
3,155[620] - 75[1500],11[44] - 52[1645],0[0] - 3[175]
4,161[644] - 102[2040],6[24] - 68[2155],7[35] - 3[175]
1,59[236] - 10[200],0[0] - 8[250],2[10] - 0[0]
2,98[392] - 41[820],4[16] - 25[805],2[10] - 1[75]
3,154[616] - 65[1300],1[4] - 46[1480],2[10] - 1[75]
4,213[852] - 88[1760],0[0] - 61[1965],1[5] - 2[125]
5,244[976] - 116[2320],2[8] - 85[2735],4[20] - 2[125]
6,252[1008] - 140[2800],7[28] - 98[3155],2[10] - 3[175]
7,203[812] - 167[3340],6[24] - 110[3535],5[25] - 3[175]
8,253[1012] - 186[3720],2[8] - 120[3840],5[25] - 3[175]
9,257[1028] - 211[4220],2[8] - 127[4055],5[25] - 4[265]
10,225[900] - 234[4680],7[28] - 133[4245],5[25] - 4[265]
11,131[524] - 269[5380],2[8] - 138[4405],0[0] - 6[385]
12,71[284] - 295[5900],0[0] - 144[4585],0[0] - 6[385]
13,56[224] - 303[6060],5[20] - 147[4680],0[0] - 6[385]
14,4[16] - 326[6520],5[20] - 152[4840],0[0] - 6[385]
15,1[4] - 343[6860],10[40] - 157[4990],0[0] - 6[385]
16,0[0] - 359[7180],4[16] - 162[5150],0[0] - 6[385]
17,4[16] - 373[7460],3[12] - 166[5280],0[0] - 6[385]
18,2[8] - 389[7780],7[28] - 169[5370],0[0] - 6[385]
19,4[16] - 391[7820],1[4] - 175[5555],0[0] - 6[385]
20,2[8] - 404[8080],4[16] - 179[5675],0[0] - 6[385]
21,1[4] - 420[8400],0[0] - 185[5870],0[0] - 6[385]
22,1[4] - 433[8660],5[20] - 188[5960],0[0] - 6[385]
