游戏日,烹饪店,轻装店,重装店
4,202[606] - 109[4290],7[28] - 57[1795],0[0] - 0[0]
5,203[609] - 137[5400],7[28] - 73[2295],0[0] - 0[0]
6,193[579] - 166[6590],6[24] - 86[2705],0[0] - 0[0]
7,213[639] - 198[7870],7[28] - 100[3145],0[0] - 0[0]
8,312[936] - 220[8770],3[12] - 113[3565],0[0] - 0[0]
9,314[942] - 250[9950],6[24] - 125[3955],0[0] - 0[0]
10,386[1158] - 272[10820],1[4] - 135[4270],0[0] - 0[0]
10,339[1017] - 299[11870],2[8] - 148[4685],0[0] - 0[0]
1,61[200] - 10[250],2[8] - 3[90],0[0] - 0[0]
2,339[1022] - 54[1840],3[12] - 22[680],0[0] - 0[0]
3,479[1442] - 89[3190],0[0] - 43[1335],0[0] - 0[0]
4,516[1553] - 125[4650],2[8] - 60[1855],0[0] - 0[0]
5,650[1955] - 157[5900],1[4] - 75[2330],0[0] - 0[0]
6,762[2291] - 190[7230],2[8] - 87[2720],0[0] - 0[0]
1,105[315] - 0[0],28[112] - 4[120],0[0] - 0[0]
2,352[1056] - 34[1340],18[72] - 27[850],0[0] - 0[0]
3,499[1497] - 68[2640],13[52] - 50[1560],0[0] - 0[0]
4,590[1770] - 107[4140],7[28] - 66[2065],0[0] - 0[0]
5,624[1872] - 140[5500],41[164] - 84[2630],0[0] - 0[0]
6,767[2301] - 171[6720],15[60] - 99[3125],0[0] - 0[0]
7,893[2679] - 204[8040],5[20] - 120[3790],0[0] - 0[0]
1,36[129] - 3[50],3[12] - 1[30],0[0] - 0[0]
2,311[939] - 45[1640],4[16] - 26[820],0[0] - 0[0]
3,368[1110] - 85[3240],3[12] - 51[1610],0[0] - 0[0]
4,329[993] - 123[4770],4[16] - 69[2185],0[0] - 0[0]
5,523[1575] - 151[5890],11[44] - 93[2925],0[0] - 0[0]
6,688[2070] - 183[7130],15[60] - 116[3645],0[0] - 0[0]
7,529[1593] - 224[8820],3[12] - 138[4335],0[0] - 0[0]
8,629[1893] - 256[10100],2[8] - 154[4840],0[0] - 0[0]
9,707[2127] - 289[11370],0[0] - 170[5330],0[0] - 0[0]
10,786[2364] - 321[12720],3[12] - 187[5850],0[0] - 0[0]
11,929[2793] - 359[14200],1[4] - 211[6600],0[0] - 0[0]
12,934[2808] - 400[15850],3[12] - 234[7320],0[0] - 0[0]
13,955[2871] - 432[17110],1[4] - 253[7925],0[0] - 0[0]
14,1062[3192] - 469[18560],1[4] - 268[8405],0[0] - 0[0]
15,1077[3237] - 511[20210],5[20] - 286[8970],0[0] - 0[0]
16,1219[3663] - 537[21300],3[12] - 312[9770],2[10] - 3[190]
17,1368[4110] - 567[22420],33[132] - 330[10320],2[10] - 3[190]
18,1421[4269] - 601[23790],13[52] - 353[11055],2[10] - 3[190]
19,1401[4209] - 636[25210],1[4] - 370[11590],2[10] - 3[190]
20,1451[4359] - 673[26710],3[12] - 385[12045],2[10] - 3[190]
21,1528[4590] - 707[28030],3[12] - 402[12590],2[10] - 3[190]
22,1799[5403] - 736[29130],3[12] - 420[13150],2[10] - 3[190]
23,1843[5535] - 773[30590],9[36] - 440[13790],2[10] - 3[190]
24,1940[5826] - 799[31640],10[40] - 465[14590],2[10] - 3[190]
25,1981[5949] - 833[33030],18[72] - 482[15120],2[10] - 3[190]
26,2073[6225] - 864[34250],6[24] - 501[15715],2[10] - 3[190]
27,2280[6846] - 900[35670],71[284] - 522[16375],2[10] - 3[190]
28,2319[6963] - 932[36970],4[16] - 549[17225],2[10] - 3[190]
29,2375[7131] - 965[38260],3[12] - 566[17760],2[10] - 3[190]
30,2243[6735] - 1012[40150],2[8] - 582[18250],2[10] - 3[190]
31,2119[6363] - 1029[40850],4[16] - 597[18735],2[10] - 3[190]
32,1797[5397] - 1052[41770],4[16] - 597[18735],2[10] - 3[190]
33,1503[4515] - 1073[42610],4[16] - 597[18735],2[10] - 3[190]
34,1167[3507] - 1095[43510],4[16] - 597[18735],2[10] - 3[190]
35,831[2499] - 1119[44470],4[16] - 597[18735],2[10] - 3[190]
36,509[1533] - 1142[45390],4[16] - 597[18735],2[10] - 3[190]
37,173[525] - 1162[46230],4[16] - 597[18735],2[10] - 3[190]
38,19[63] - 1173[46670],4[16] - 597[18735],2[10] - 3[190]
39,19[63] - 1173[46670],4[16] - 597[18735],2[10] - 3[190]
40,19[63] - 1170[46580],4[16] - 597[18735],2[10] - 3[190]
41,19[63] - 1170[46580],4[16] - 597[18735],2[10] - 3[190]
42,19[63] - 1170[46580],4[16] - 597[18735],2[10] - 3[190]
43,19[63] - 1168[46520],4[16] - 597[18735],2[10] - 3[190]
44,19[63] - 1168[46520],4[16] - 597[18735],2[10] - 3[190]
45,19[63] - 1168[46520],4[16] - 597[18735],2[10] - 3[190]
46,19[63] - 1164[46400],4[16] - 597[18735],2[10] - 3[190]
47,19[63] - 1164[46400],4[16] - 597[18735],2[10] - 3[190]
48,19[63] - 1164[46400],4[16] - 597[18735],2[10] - 3[190]
49,19[63] - 1161[46310],4[16] - 597[18735],2[10] - 3[190]
50,19[63] - 1161[46310],4[16] - 597[18735],2[10] - 3[190]
51,19[63] - 1161[46310],4[16] - 597[18735],2[10] - 3[190]
52,19[63] - 1158[46220],4[16] - 597[18735],2[10] - 3[190]
53,19[63] - 1158[46220],4[16] - 597[18735],2[10] - 3[190]
54,19[63] - 1158[46220],4[16] - 597[18735],2[10] - 3[190]
55,19[63] - 1154[46100],4[16] - 597[18735],2[10] - 3[190]
56,19[63] - 1154[46100],4[16] - 597[18735],2[10] - 3[190]
57,19[63] - 1154[46100],4[16] - 597[18735],2[10] - 3[190]
58,19[63] - 1151[46010],4[16] - 597[18735],2[10] - 3[190]
59,19[63] - 1151[46010],4[16] - 597[18735],2[10] - 3[190]
60,19[63] - 1151[46010],4[16] - 597[18735],2[10] - 3[190]
61,19[63] - 1148[45920],4[16] - 597[18735],2[10] - 3[190]
62,19[63] - 1148[45920],4[16] - 597[18735],2[10] - 3[190]
63,19[63] - 1148[45920],4[16] - 597[18735],2[10] - 3[190]
64,19[63] - 1144[45800],4[16] - 597[18735],2[10] - 3[190]
65,19[63] - 1144[45800],4[16] - 597[18735],2[10] - 3[190]
66,19[63] - 1144[45800],4[16] - 597[18735],2[10] - 3[190]
67,19[63] - 1141[45710],4[16] - 597[18735],2[10] - 3[190]
68,26941[83749] - 1154[46140],4[16] - 597[18735],2[10] - 3[190]
69,26022[80749] - 1267[49020],4[16] - 597[18735],2[10] - 3[190]
70,25011[77502] - 1379[52050],4[16] - 597[18735],2[10] - 3[190]
71,23956[74117] - 1496[55350],4[16] - 597[18735],2[10] - 3[190]
72,22964[70921] - 1608[58430],4[16] - 597[18735],2[10] - 3[190]
73,21937[67612] - 1716[61490],4[16] - 597[18735],2[10] - 3[190]
74,20895[64255] - 1831[64730],4[16] - 597[18735],2[10] - 3[190]
75,19741[60601] - 1950[68260],4[16] - 597[18735],2[10] - 3[190]
76,18655[57161] - 2057[71480],4[16] - 597[18735],2[10] - 3[190]
77,17855[54558] - 2152[73990],4[16] - 597[18735],2[10] - 3[190]
78,17252[52538] - 2231[75910],4[16] - 597[18735],2[10] - 3[190]
79,16757[50866] - 2299[77410],4[16] - 597[18735],2[10] - 3[190]
80,16348[49524] - 2354[78610],4[16] - 597[18735],2[10] - 3[190]
81,15938[48192] - 2411[79870],4[16] - 597[18735],2[10] - 3[190]
82,15531[46872] - 2460[80940],4[16] - 597[18735],2[10] - 3[190]
83,15101[45474] - 2520[82230],4[16] - 597[18735],2[10] - 3[190]
84,26020[79234] - 2585[84160],4[16] - 597[18735],2[10] - 3[190]
85,24956[75816] - 2699[87370],4[16] - 597[18735],2[10] - 3[190]
86,23908[72444] - 2815[90580],4[16] - 597[18735],2[10] - 3[190]
87,22935[69277] - 2930[93650],4[16] - 597[18735],2[10] - 3[190]
88,22019[66402] - 3021[96310],4[16] - 597[18735],2[10] - 3[190]
89,21491[64737] - 3080[97880],4[16] - 597[18735],2[10] - 3[190]
90,21074[63405] - 3132[99120],4[16] - 597[18735],2[10] - 3[190]
91,20666[62109] - 3175[100190],4[16] - 597[18735],2[10] - 3[190]
92,20254[60783] - 3228[101410],4[16] - 597[18735],2[10] - 3[190]
93,19830[59493] - 3263[102630],4[16] - 597[18735],2[10] - 3[190]
94,19438[58317] - 3288[103660],4[16] - 597[18735],2[10] - 3[190]
95,18906[56721] - 3326[105180],4[16] - 597[18735],2[10] - 3[190]
96,18556[55671] - 3351[106180],4[16] - 597[18735],2[10] - 3[190]
97,18290[54873] - 3367[106840],4[16] - 597[18735],2[10] - 3[190]
98,17898[53697] - 3396[108000],4[16] - 597[18735],2[10] - 3[190]
99,17590[52773] - 3418[108880],4[16] - 597[18735],2[10] - 3[190]
100,17254[51765] - 3438[109720],4[16] - 597[18735],2[10] - 3[190]
101,17002[51009] - 3456[110440],4[16] - 597[18735],2[10] - 3[190]
102,16680[50043] - 3479[111360],4[16] - 597[18735],2[10] - 3[190]
103,16316[48951] - 3501[112270],4[16] - 597[18735],2[10] - 3[190]
104,28850[87702] - 3542[113610],4[16] - 597[18735],2[10] - 3[190]
105,27846[84473] - 3653[116750],4[16] - 597[18735],2[10] - 3[190]
106,26743[80963] - 3766[120070],4[16] - 597[18735],2[10] - 3[190]
107,25829[77983] - 3876[122900],4[16] - 597[18735],2[10] - 3[190]
108,24867[74852] - 3992[125920],4[16] - 597[18735],2[10] - 3[190]
109,24022[72202] - 4076[128330],23851[95404] - 600[18825],2[10] - 3[190]
110,23548[70684] - 4136[129740],23842[95368] - 600[18825],2[10] - 3[190]
111,23148[69448] - 4174[130900],23842[95368] - 601[18860],2[10] - 3[190]
112,22784[68356] - 4197[131850],23833[95332] - 602[18895],2[10] - 3[190]
113,22434[67306] - 4222[132850],23825[95300] - 602[18895],2[10] - 3[190]
114,22154[66466] - 4242[133650],23825[95300] - 602[18895],2[10] - 3[190]
115,21790[65374] - 4266[134630],23801[95204] - 605[18985],2[10] - 3[190]
116,21370[64114] - 4296[135830],23785[95140] - 607[19045],2[10] - 3[190]
117,20922[62770] - 4328[137110],23767[95068] - 610[19145],2[10] - 3[190]
118,20516[61552] - 4352[138110],23767[95068] - 610[19145],2[10] - 3[190]
119,20194[60586] - 4376[139070],23767[95068] - 610[19145],2[10] - 3[190]
120,19802[59410] - 4404[140190],23767[95068] - 610[19145],2[10] - 3[190]
121,19298[57898] - 4436[141500],23767[95068] - 610[19145],2[10] - 3[190]
122,19004[57016] - 4457[142340],23759[95036] - 610[19145],2[10] - 3[190]
123,18682[56050] - 4480[143260],23750[95000] - 612[19210],2[10] - 3[190]
124,18304[54916] - 4505[144280],23750[95000] - 612[19210],2[10] - 3[190]
125,17828[53488] - 4539[145640],23750[95000] - 612[19210],2[10] - 3[190]
126,17450[52354] - 4566[146720],23750[95000] - 612[19210],2[10] - 3[190]
127,17058[51178] - 4590[147720],23741[94964] - 612[19210],2[10] - 3[190]
128,16666[50002] - 4618[148840],23741[94964] - 613[19245],2[10] - 3[190]
129,16330[48994] - 4642[149800],23741[94964] - 613[19245],2[10] - 3[190]
130,15924[47776] - 4668[150870],23733[94932] - 614[19275],2[10] - 3[190]
131,15588[46768] - 4692[151830],23733[94932] - 614[19275],2[10] - 3[190]
132,15196[45592] - 4720[152950],23733[94932] - 614[19275],2[10] - 3[190]
133,14930[44794] - 4736[153610],23724[94896] - 615[19310],2[10] - 3[190]
134,14622[43870] - 4758[154490],23700[94800] - 618[19400],2[10] - 3[190]
135,14286[42862] - 4782[155450],23700[94800] - 618[19400],2[10] - 3[190]
136,13964[41896] - 4801[156250],23700[94800] - 618[19400],2[10] - 3[190]
137,13460[40384] - 4837[157690],23675[94700] - 621[19495],2[10] - 3[190]
138,13068[39208] - 4865[158810],23675[94700] - 621[19495],2[10] - 3[190]
139,12718[38158] - 4887[159720],23675[94700] - 621[19495],2[10] - 3[190]
140,12368[37108] - 4912[160720],23675[94700] - 621[19495],2[10] - 3[190]
141,12074[36226] - 4933[161560],23675[94700] - 621[19495],2[10] - 3[190]
142,11710[35134] - 4957[162540],23675[94700] - 621[19495],2[10] - 3[190]
143,11402[34210] - 4979[163420],23675[94700] - 621[19495],2[10] - 3[190]
144,10982[32950] - 5009[164620],23675[94700] - 621[19495],2[10] - 3[190]
145,10674[32026] - 5026[165340],23675[94700] - 621[19495],2[10] - 3[190]
146,10268[30808] - 5055[166500],23675[94700] - 621[19495],2[10] - 3[190]
147,9890[29674] - 5082[167580],23675[94700] - 621[19495],2[10] - 3[190]
148,9652[28960] - 5096[168170],23675[94700] - 621[19495],2[10] - 3[190]
149,43193[132507] - 5124[169270],23675[94700] - 621[19495],2[10] - 3[190]
150,42143[129177] - 5234[172500],23675[94700] - 621[19495],2[10] - 3[190]
151,41246[126325] - 5324[175190],23675[94700] - 621[19495],2[10] - 3[190]
152,40327[123390] - 5423[178030],23667[94668] - 621[19495],2[10] - 3[190]
153,39554[120901] - 5511[180420],23667[94668] - 621[19495],2[10] - 3[190]
154,38771[118340] - 5599[182720],23667[94668] - 621[19495],2[10] - 3[190]
155,37937[115653] - 5697[185350],23667[94668] - 622[19525],2[10] - 3[190]
156,37029[112762] - 5790[188160],23658[94632] - 623[19560],2[10] - 3[190]
157,36141[109871] - 5889[190850],23658[94632] - 623[19560],2[10] - 3[190]
158,41918[127694] - 5985[193420],23658[94632] - 623[19560],2[10] - 3[190]
159,41133[125152] - 6079[195860],23650[94600] - 624[19590],2[10] - 3[190]
160,40115[121934] - 6178[198910],23650[94600] - 624[19590],2[10] - 3[190]
161,39290[119267] - 6274[201470],23650[94600] - 624[19590],2[10] - 3[190]
162,38443[116565] - 6363[204090],23650[94600] - 624[19590],2[10] - 3[190]
163,37629[113962] - 6448[206420],23650[94600] - 624[19590],2[10] - 3[190]
164,36735[111121] - 6543[209200],23641[94564] - 624[19590],2[10] - 3[190]
165,35809[108176] - 6641[212060],23641[94564] - 624[19590],2[10] - 3[190]
166,35109[105962] - 6714[214070],23624[94496] - 626[19660],2[10] - 3[190]
167,34788[104930] - 6755[215020],23616[94464] - 627[19690],2[10] - 3[190]
168,34436[103760] - 6810[216080],23616[94464] - 628[19720],2[10] - 3[190]
169,34104[102698] - 6847[216950],23608[94432] - 629[19750],2[10] - 3[190]
170,33751[101552] - 6896[218040],23608[94432] - 629[19750],2[10] - 3[190]
171,33360[100310] - 6942[219190],23599[94396] - 629[19750],2[10] - 3[190]
172,32933[98966] - 6984[220310],23599[94396] - 629[19750],2[10] - 3[190]
173,32639[98000] - 7027[221190],23599[94396] - 630[19785],2[10] - 3[190]
174,42771[128908] - 7082[222520],23599[94396] - 630[19785],2[10] - 3[190]
175,41778[125762] - 7177[225450],23590[94360] - 631[19820],2[10] - 3[190]
176,40905[122972] - 7272[228130],23590[94360] - 631[19820],2[10] - 3[190]
177,39954[119977] - 7368[231020],23590[94360] - 631[19820],2[10] - 3[190]
178,39093[117328] - 7447[233540],23590[94360] - 631[19820],2[10] - 3[190]
179,38531[115594] - 7500[235180],23582[94328] - 632[19850],2[10] - 3[190]
180,38097[114292] - 7531[236420],23582[94328] - 632[19850],2[10] - 3[190]
181,37691[113074] - 7556[237460],23574[94296] - 633[19880],2[10] - 3[190]
182,37509[112528] - 7569[237980],23574[94296] - 633[19880],2[10] - 3[190]
183,37215[111646] - 7590[238820],23557[94228] - 635[19945],2[10] - 3[190]
184,36977[110932] - 7604[239410],23557[94228] - 635[19945],2[10] - 3[190]
185,36725[110176] - 7622[240130],23557[94228] - 635[19945],2[10] - 3[190]
186,36263[108790] - 7655[241450],23557[94228] - 635[19945],2[10] - 3[190]
187,35871[107614] - 7681[242510],23548[94192] - 636[19980],2[10] - 3[190]
188,35591[106774] - 7701[243310],23548[94192] - 636[19980],2[10] - 3[190]
189,35339[106018] - 7719[244030],23548[94192] - 636[19980],2[10] - 3[190]
190,35031[105094] - 7736[244750],23540[94160] - 637[20010],2[10] - 3[190]
191,34611[103834] - 7766[245950],23540[94160] - 637[20010],2[10] - 3[190]
192,34317[102952] - 7787[246790],23540[94160] - 637[20010],2[10] - 3[190]
193,33939[101818] - 7811[247780],23540[94160] - 637[20010],2[10] - 3[190]
194,33631[100894] - 7833[248660],23540[94160] - 637[20010],2[10] - 3[190]
195,33253[99760] - 7860[249740],23516[94064] - 640[20100],2[10] - 3[190]
196,32847[98542] - 7887[250840],23508[94032] - 641[20130],2[10] - 3[190]
197,32567[97702] - 7907[251640],23508[94032] - 641[20130],2[10] - 3[190]
198,32343[97030] - 7923[252280],23508[94032] - 641[20130],2[10] - 3[190]
199,32063[96190] - 7939[252960],23500[94000] - 642[20160],2[10] - 3[190]
200,31671[95014] - 7967[254080],23500[94000] - 642[20160],2[10] - 3[190]
201,31307[93922] - 7993[255120],23492[93968] - 643[20190],2[10] - 3[190]
202,31055[93166] - 8007[255710],23492[93968] - 643[20190],2[10] - 3[190]
203,30775[92326] - 8027[256510],23484[93936] - 644[20220],2[10] - 3[190]
204,30425[91276] - 8052[257510],23476[93904] - 644[20220],2[10] - 3[190]
205,30145[90436] - 8070[258250],23476[93904] - 644[20220],2[10] - 3[190]
206,29879[89638] - 8089[259010],23476[93904] - 645[20250],2[10] - 3[190]
207,29445[88336] - 8120[260250],23476[93904] - 645[20250],2[10] - 3[190]
208,29165[87496] - 8136[260930],23467[93868] - 646[20285],2[10] - 3[190]
209,28787[86362] - 8163[262010],23449[93796] - 647[20320],2[10] - 3[190]
210,28451[85354] - 8187[262970],23441[93764] - 649[20385],2[10] - 3[190]
211,28017[84052] - 8215[264120],23432[93728] - 649[20385],2[10] - 3[190]
212,27737[83212] - 8235[264920],23432[93728] - 650[20420],2[10] - 3[190]
213,27345[82036] - 8262[266000],23424[93696] - 650[20420],2[10] - 3[190]
214,27037[81112] - 8282[266820],23424[93696] - 650[20420],2[10] - 3[190]
215,26771[80314] - 8301[267580],23416[93664] - 652[20480],2[10] - 3[190]
216,26561[79684] - 8316[268180],23416[93664] - 652[20480],2[10] - 3[190]
217,26197[78592] - 8338[269100],23416[93664] - 652[20480],2[10] - 3[190]
218,58901[179141] - 8371[270280],23408[93632] - 652[20480],2[10] - 3[190]
219,58039[176350] - 8473[272980],23400[93600] - 654[20540],2[10] - 3[190]
220,57163[173571] - 8559[275530],23392[93568] - 655[20570],2[10] - 3[190]
221,56209[170547] - 8660[278480],23384[93536] - 655[20570],2[10] - 3[190]
222,55357[167791] - 8756[281150],23384[93536] - 656[20600],2[10] - 3[190]
223,54373[164690] - 8851[284050],23384[93536] - 656[20600],2[10] - 3[190]
224,53510[161869] - 8953[286820],23384[93536] - 656[20600],2[10] - 3[190]
225,52750[159377] - 9046[289220],23376[93504] - 657[20630],2[10] - 3[190]
226,51979[156904] - 9127[291430],23368[93472] - 658[20660],2[10] - 3[190]
227,51132[154249] - 9213[294040],23368[93472] - 658[20660],2[10] - 3[190]
228,50341[151708] - 9301[296490],23350[93400] - 660[20730],2[10] - 3[190]
229,49548[149133] - 9391[298860],23350[93400] - 660[20730],2[10] - 3[190]
230,48685[146458] - 9476[301430],23333[93332] - 662[20795],2[10] - 3[190]
231,47659[143311] - 9573[304460],23333[93332] - 662[20795],2[10] - 3[190]
232,46949[141103] - 9642[306500],23333[93332] - 662[20795],2[10] - 3[190]
233,46222[138847] - 9714[308660],23325[93300] - 662[20795],2[10] - 3[190]
234,45781[137461] - 9762[309950],23325[93300] - 662[20795],2[10] - 3[190]
235,45361[136117] - 9809[311060],23308[93232] - 665[20890],2[10] - 3[190]
236,45023[135073] - 9841[312040],23308[93232] - 665[20890],2[10] - 3[190]
237,44715[134149] - 9863[312920],23308[93232] - 665[20890],2[10] - 3[190]
238,44449[133351] - 9879[313590],23308[93232] - 665[20890],2[10] - 3[190]
239,44127[132385] - 9902[314510],23300[93200] - 666[20920],2[10] - 3[190]
240,43749[131251] - 9929[315590],23291[93164] - 667[20955],2[10] - 3[190]
241,43315[129949] - 9958[316770],23291[93164] - 667[20955],2[10] - 3[190]
242,42951[128857] - 9984[317810],23283[93132] - 667[20955],2[10] - 3[190]
243,42671[128017] - 10004[318610],23283[93132] - 668[20985],2[10] - 3[190]
244,42251[126757] - 10030[319690],23275[93100] - 668[20985],2[10] - 3[190]
245,41845[125539] - 10059[320850],23275[93100] - 669[21015],2[10] - 3[190]
246,41691[125077] - 10070[321290],23275[93100] - 669[21015],2[10] - 3[190]
247,41383[124153] - 10088[322040],23267[93068] - 670[21045],2[10] - 3[190]
248,41019[123061] - 10114[323080],23267[93068] - 670[21045],2[10] - 3[190]
249,40725[122179] - 10135[323920],23267[93068] - 670[21045],2[10] - 3[190]
250,40501[121507] - 10149[324500],23267[93068] - 670[21045],2[10] - 3[190]
251,40123[120373] - 10176[325580],23259[93036] - 670[21045],2[10] - 3[190]
252,39759[119281] - 10202[326620],23251[93004] - 672[21105],2[10] - 3[190]
253,39493[118483] - 10217[327260],23251[93004] - 672[21105],2[10] - 3[190]
254,39101[117307] - 10245[328380],23251[93004] - 672[21105],2[10] - 3[190]
255,38751[116257] - 10270[329380],23251[93004] - 672[21105],2[10] - 3[190]
256,38471[115417] - 10287[330090],23235[92940] - 673[21135],2[10] - 3[190]
257,38107[114325] - 10312[331090],23218[92872] - 676[21230],2[10] - 3[190]
258,37771[113317] - 10337[332090],23209[92836] - 677[21265],2[10] - 3[190]
259,37393[112183] - 10361[333070],23209[92836] - 677[21265],2[10] - 3[190]
260,37071[111217] - 10384[333990],23209[92836] - 677[21265],2[10] - 3[190]
261,36721[110167] - 10409[334990],23209[92836] - 677[21265],2[10] - 3[190]
262,36483[109453] - 10422[335550],23209[92836] - 677[21265],2[10] - 3[190]
263,36091[108277] - 10450[336670],23209[92836] - 677[21265],2[10] - 3[190]
264,35811[107437] - 10470[337470],23200[92800] - 678[21300],2[10] - 3[190]
265,35503[106513] - 10489[338260],23200[92800] - 678[21300],2[10] - 3[190]
266,35195[105589] - 10511[339140],23200[92800] - 678[21300],2[10] - 3[190]
267,34831[104497] - 10537[340180],23200[92800] - 678[21300],2[10] - 3[190]
268,34621[103867] - 10550[340720],23200[92800] - 678[21300],2[10] - 3[190]
269,34257[102775] - 10576[341760],23200[92800] - 678[21300],2[10] - 3[190]
270,33963[101893] - 10597[342600],23175[92700] - 680[21365],2[10] - 3[190]
271,33571[100717] - 10620[343560],23175[92700] - 681[21395],2[10] - 3[190]
272,33277[99835] - 10641[344400],23175[92700] - 681[21395],2[10] - 3[190]
273,32969[98911] - 10663[345280],23166[92664] - 682[21430],2[10] - 3[190]
274,32647[97945] - 10683[346110],23166[92664] - 682[21430],2[10] - 3[190]
275,32213[96643] - 10714[347350],23166[92664] - 682[21430],2[10] - 3[190]
276,31877[95635] - 10738[348310],23166[92664] - 682[21430],2[10] - 3[190]
277,31541[94627] - 10760[349210],23166[92664] - 682[21430],2[10] - 3[190]
278,31191[93577] - 10785[350210],23166[92664] - 682[21430],2[10] - 3[190]
279,30785[92359] - 10814[351370],23166[92664] - 682[21430],2[10] - 3[190]
280,30519[91561] - 10829[352010],23166[92664] - 682[21430],2[10] - 3[190]
281,30183[90553] - 10853[352970],23157[92628] - 682[21430],2[10] - 3[190]
282,29917[89755] - 10872[353730],23157[92628] - 683[21465],2[10] - 3[190]
283,29567[88705] - 10893[354600],23157[92628] - 683[21465],2[10] - 3[190]
284,74522[227587] - 11002[357980],23157[92628] - 683[21465],2[10] - 3[190]
285,73684[224931] - 11091[360550],23148[92592] - 683[21465],2[10] - 3[190]
286,72798[222057] - 11189[363250],23148[92592] - 684[21500],2[10] - 3[190]
287,71909[219217] - 11286[366000],23132[92528] - 685[21530],2[10] - 3[190]
288,70926[216124] - 11385[368980],23132[92528] - 686[21560],2[10] - 3[190]
289,70007[213195] - 11477[371680],23132[92528] - 686[21560],2[10] - 3[190]
290,69070[210216] - 11575[374560],23132[92528] - 686[21560],2[10] - 3[190]
291,68214[207445] - 11674[377250],23124[92496] - 687[21590],2[10] - 3[190]
292,67327[204627] - 11765[379880],23124[92496] - 687[21590],2[10] - 3[190]
293,66423[201724] - 11867[382670],23124[92496] - 687[21590],2[10] - 3[190]
294,65429[198543] - 11973[385750],23124[92496] - 687[21590],2[10] - 3[190]
295,64591[195858] - 12063[388260],23098[92392] - 689[21660],2[10] - 3[190]
296,63731[193084] - 12156[390910],23098[92392] - 689[21660],2[10] - 3[190]
297,62994[190699] - 12241[393230],23098[92392] - 690[21690],2[10] - 3[190]
298,62244[188279] - 12327[395420],23090[92360] - 691[21720],2[10] - 3[190]
299,61449[185700] - 12417[397900],23082[92328] - 691[21720],2[10] - 3[190]
300,60498[182718] - 12512[400820],23074[92296] - 693[21780],2[10] - 3[190]
301,59604[179888] - 12602[403460],23074[92296] - 693[21780],2[10] - 3[190]
302,58786[177245] - 12693[405980],23074[92296] - 693[21780],2[10] - 3[190]
303,58053[174924] - 12778[408220],23065[92260] - 693[21780],2[10] - 3[190]
304,57713[173844] - 12815[409150],23065[92260] - 693[21780],2[10] - 3[190]
305,57382[172758] - 12863[410140],23065[92260] - 694[21815],2[10] - 3[190]
306,56996[171522] - 12911[411280],23065[92260] - 694[21815],2[10] - 3[190]
307,56570[170196] - 12949[412390],23065[92260] - 694[21815],2[10] - 3[190]
308,56066[168600] - 13007[413870],23056[92224] - 694[21815],2[10] - 3[190]
309,55590[167088] - 13063[415270],23056[92224] - 695[21850],2[10] - 3[190]
310,55275[166080] - 13098[416100],23056[92224] - 695[21850],2[10] - 3[190]
311,54777[164508] - 13153[417550],23056[92224] - 695[21850],2[10] - 3[190]
312,54434[163416] - 13195[418570],23048[92192] - 696[21880],2[10] - 3[190]
313,77352[234071] - 13244[419820],23048[92192] - 696[21880],2[10] - 3[190]
314,76484[231324] - 13337[422500],23048[92192] - 696[21880],2[10] - 3[190]
315,75546[228353] - 13435[425370],23015[92060] - 700[22005],2[10] - 3[190]
316,74559[225214] - 13533[428280],23015[92060] - 700[22005],2[10] - 3[190]
317,73746[222587] - 13628[430810],23015[92060] - 700[22005],2[10] - 3[190]
318,72880[219787] - 13725[433520],23015[92060] - 700[22005],2[10] - 3[190]
319,71981[216874] - 13823[436230],23015[92060] - 700[22005],2[10] - 3[190]
320,71151[214215] - 13913[438780],22974[91896] - 704[22130],2[10] - 3[190]
321,70243[211337] - 14008[441590],22974[91896] - 705[22160],2[10] - 3[190]
322,69521[209023] - 14087[443740],22974[91896] - 705[22160],2[10] - 3[190]
323,68628[206215] - 14181[446430],22974[91896] - 705[22160],2[10] - 3[190]
324,68063[204412] - 14250[448110],22974[91896] - 705[22160],2[10] - 3[190]
324,67963[204082] - 14265[448410],22974[91896] - 705[22160],2[10] - 3[190]
1,72[268] - 0[0],7[28] - 2[60],0[0] - 0[0]
2,53[161] - 34[1270],6[24] - 21[665],0[0] - 0[0]
1,5[18] - 1[20],5[20] - 5[155],0[0] - 0[0]
1,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
2,217[653] - 37[1180],7[28] - 14[440],0[0] - 0[0]
3,291[875] - 73[2630],6[24] - 33[1045],0[0] - 0[0]
1,112[336] - 0[0],10[40] - 1[30],0[0] - 0[0]
2,386[1158] - 22[900],4[16] - 19[590],0[0] - 0[0]
3,634[1902] - 57[2350],2[8] - 38[1195],0[0] - 0[0]
4,673[2019] - 101[4050],42[168] - 58[1835],0[0] - 0[0]
5,810[2430] - 136[5410],5[20] - 75[2365],0[0] - 0[0]
6,977[2931] - 168[6650],5[20] - 96[3035],0[0] - 0[0]
7,1087[3261] - 205[8060],19[76] - 112[3525],0[0] - 0[0]
1,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
1,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
1,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
