游戏日,烹饪店,轻装店,重装店
9,2[8] - 98[980],2[8] - 130[4165],0[0] - 16[1005]
10,0[0] - 97[970],6[24] - 140[4480],4[20] - 17[1070]
11,2[8] - 117[1170],4[16] - 155[4945],2[10] - 19[1190]
12,12[48] - 132[1320],3[12] - 171[5440],2[10] - 19[1190]
13,1[4] - 139[1390],5[20] - 181[5760],2[10] - 19[1190]
14,21[84] - 151[1510],3[12] - 191[6080],2[10] - 19[1190]
15,10[40] - 161[1610],7[28] - 201[6390],2[10] - 19[1190]
16,0[0] - 161[1610],5[20] - 208[6610],2[10] - 19[1190]
17,0[0] - 161[1610],6[24] - 215[6840],2[10] - 19[1190]
18,0[0] - 161[1610],5[20] - 221[7025],2[10] - 19[1190]
19,0[0] - 152[1520],0[0] - 227[7210],2[10] - 19[1190]
20,0[0] - 152[1520],1[4] - 232[7360],2[10] - 19[1190]
21,0[0] - 152[1520],7[28] - 237[7515],2[10] - 19[1190]
22,0[0] - 143[1430],0[0] - 245[7775],2[10] - 19[1190]
23,0[0] - 143[1430],2[8] - 251[7965],2[10] - 19[1190]
24,0[0] - 143[1430],1[4] - 256[8120],2[10] - 19[1190]
25,0[0] - 134[1340],0[0] - 263[8330],2[10] - 19[1190]
26,0[0] - 134[1340],0[0] - 269[8520],2[10] - 19[1190]
27,0[0] - 134[1340],4[16] - 275[8710],2[10] - 19[1190]
28,0[0] - 125[1250],7[28] - 281[8890],2[10] - 19[1190]
29,0[0] - 125[1250],0[0] - 288[9105],2[10] - 19[1190]
30,0[0] - 125[1250],3[12] - 294[9295],2[10] - 19[1190]
31,0[0] - 116[1160],3[12] - 296[9355],2[10] - 19[1190]
32,0[0] - 116[1160],3[12] - 296[9355],2[10] - 19[1190]
33,0[0] - 116[1160],3[12] - 296[9355],2[10] - 19[1190]
34,0[0] - 107[1070],3[12] - 296[9355],2[10] - 19[1190]
35,0[0] - 107[1070],3[12] - 296[9355],2[10] - 19[1190]
36,0[0] - 107[1070],3[12] - 296[9355],2[10] - 19[1190]
37,0[0] - 97[970],3[12] - 296[9355],2[10] - 19[1190]
38,0[0] - 97[970],3[12] - 296[9355],2[10] - 19[1190]
39,0[0] - 97[970],3[12] - 296[9355],2[10] - 19[1190]
40,0[0] - 87[870],3[12] - 296[9355],2[10] - 19[1190]
41,0[0] - 87[870],3[12] - 296[9355],2[10] - 19[1190]
42,0[0] - 87[870],3[12] - 296[9355],2[10] - 19[1190]
43,0[0] - 77[770],3[12] - 296[9355],2[10] - 19[1190]
44,0[0] - 77[770],3[12] - 296[9355],2[10] - 19[1190]
45,0[0] - 77[770],3[12] - 296[9355],2[10] - 19[1190]
46,0[0] - 67[670],3[12] - 296[9355],2[10] - 19[1190]
47,0[0] - 67[670],3[12] - 296[9355],2[10] - 19[1190]
48,0[0] - 67[670],3[12] - 296[9355],2[10] - 19[1190]
49,0[0] - 57[570],3[12] - 296[9355],2[10] - 19[1190]
50,0[0] - 57[570],3[12] - 296[9355],2[10] - 19[1190]
51,0[0] - 57[570],3[12] - 296[9355],2[10] - 19[1190]
52,0[0] - 47[470],3[12] - 296[9355],2[10] - 19[1190]
53,0[0] - 47[470],3[12] - 296[9355],2[10] - 19[1190]
54,0[0] - 47[470],3[12] - 296[9355],2[10] - 19[1190]
55,0[0] - 37[370],3[12] - 296[9355],2[10] - 19[1190]
56,0[0] - 37[370],3[12] - 296[9355],2[10] - 19[1190]
57,0[0] - 37[370],3[12] - 296[9355],2[10] - 19[1190]
58,0[0] - 27[270],3[12] - 296[9355],2[10] - 19[1190]
59,0[0] - 27[270],3[12] - 296[9355],2[10] - 19[1190]
60,0[0] - 27[270],3[12] - 296[9355],2[10] - 19[1190]
61,0[0] - 17[170],3[12] - 296[9355],2[10] - 19[1190]
62,0[0] - 17[170],3[12] - 296[9355],2[10] - 19[1190]
63,0[0] - 17[170],3[12] - 296[9355],2[10] - 19[1190]
64,0[0] - 7[70],3[12] - 296[9355],2[10] - 19[1190]
65,0[0] - 7[70],3[12] - 296[9355],2[10] - 19[1190]
66,0[0] - 7[70],3[12] - 296[9355],2[10] - 19[1190]
67,0[0] - 0[0],3[12] - 296[9355],2[10] - 19[1190]
68,0[0] - 0[0],3[12] - 296[9355],2[10] - 19[1190]
69,0[0] - 0[0],3[12] - 296[9355],2[10] - 19[1190]
70,0[0] - 0[0],3[12] - 296[9355],2[10] - 19[1190]
71,0[0] - 0[0],3[12] - 296[9355],2[10] - 19[1190]
72,0[0] - 0[0],3[12] - 296[9355],2[10] - 19[1190]
73,0[0] - 0[0],3[12] - 296[9355],2[10] - 19[1190]
74,0[0] - 0[0],3[12] - 296[9355],2[10] - 19[1190]
75,0[0] - 0[0],3[12] - 296[9355],2[10] - 19[1190]
76,0[0] - 0[0],3[12] - 296[9355],2[10] - 19[1190]
77,0[0] - 0[0],3[12] - 296[9355],2[10] - 19[1190]
78,0[0] - 0[0],3[12] - 296[9355],2[10] - 19[1190]
79,0[0] - 0[0],3[12] - 296[9355],2[10] - 19[1190]
80,0[0] - 0[0],3[12] - 296[9355],2[10] - 19[1190]
81,0[0] - 0[0],3[12] - 296[9355],2[10] - 19[1190]
82,0[0] - 0[0],3[12] - 296[9355],2[10] - 19[1190]
83,0[0] - 0[0],3[12] - 296[9355],2[10] - 19[1190]
84,0[0] - 0[0],3[12] - 296[9355],2[10] - 19[1190]
85,0[0] - 0[0],3[12] - 296[9355],2[10] - 19[1190]
86,0[0] - 0[0],3[12] - 296[9355],2[10] - 19[1190]
87,0[0] - 0[0],3[12] - 296[9355],2[10] - 19[1190]
88,0[0] - 0[0],3[12] - 296[9355],2[10] - 19[1190]
89,0[0] - 0[0],3[12] - 296[9355],2[10] - 19[1190]
90,0[0] - 0[0],3[12] - 296[9355],2[10] - 19[1190]
91,0[0] - 0[0],3[12] - 296[9355],2[10] - 19[1190]
92,0[0] - 0[0],3[12] - 296[9355],2[10] - 19[1190]
93,0[0] - 0[0],3[12] - 296[9355],2[10] - 19[1190]
94,0[0] - 0[0],3[12] - 296[9355],2[10] - 19[1190]
95,0[0] - 0[0],3[12] - 296[9355],2[10] - 19[1190]
96,0[0] - 0[0],3[12] - 296[9355],2[10] - 19[1190]
97,0[0] - 0[0],3[12] - 296[9355],2[10] - 19[1190]
98,0[0] - 0[0],3[12] - 296[9355],2[10] - 19[1190]
99,0[0] - 0[0],3[12] - 296[9355],2[10] - 19[1190]
100,0[0] - 0[0],3[12] - 296[9355],2[10] - 19[1190]
101,0[0] - 0[0],3[12] - 296[9355],2[10] - 19[1190]
102,0[0] - 0[0],3[12] - 296[9355],2[10] - 19[1190]
103,0[0] - 0[0],3[12] - 296[9355],2[10] - 19[1190]
104,0[0] - 0[0],3[12] - 296[9355],2[10] - 19[1190]
105,0[0] - 0[0],3[12] - 296[9355],2[10] - 19[1190]
106,0[0] - 0[0],3[12] - 296[9355],2[10] - 19[1190]
107,0[0] - 0[0],3[12] - 296[9355],2[10] - 19[1190]
108,0[0] - 0[0],3[12] - 296[9355],2[10] - 19[1190]
109,0[0] - 0[0],3[12] - 296[9355],2[10] - 19[1190]
110,0[0] - 0[0],3[12] - 296[9355],2[10] - 19[1190]
111,0[0] - 0[0],3[12] - 296[9355],2[10] - 19[1190]
112,0[0] - 0[0],3[12] - 296[9355],2[10] - 19[1190]
113,0[0] - 0[0],3[12] - 296[9355],2[10] - 19[1190]
114,0[0] - 0[0],3[12] - 296[9355],2[10] - 19[1190]
115,0[0] - 0[0],3[12] - 296[9355],2[10] - 19[1190]
116,0[0] - 0[0],3[12] - 296[9355],2[10] - 19[1190]
117,0[0] - 0[0],3[12] - 296[9355],2[10] - 19[1190]
118,0[0] - 0[0],3[12] - 296[9355],2[10] - 19[1190]
119,0[0] - 0[0],3[12] - 296[9355],2[10] - 19[1190]
120,0[0] - 0[0],3[12] - 296[9355],2[10] - 19[1190]
121,0[0] - 0[0],3[12] - 296[9355],2[10] - 19[1190]
122,0[0] - 0[0],3[12] - 296[9355],2[10] - 19[1190]
123,0[0] - 0[0],3[12] - 296[9355],2[10] - 19[1190]
124,0[0] - 0[0],3[12] - 296[9355],2[10] - 19[1190]
125,0[0] - 0[0],3[12] - 296[9355],2[10] - 19[1190]
126,0[0] - 0[0],3[12] - 296[9355],2[10] - 19[1190]
127,0[0] - 0[0],3[12] - 296[9355],2[10] - 19[1190]
128,0[0] - 0[0],3[12] - 296[9355],2[10] - 19[1190]
129,0[0] - 0[0],3[12] - 296[9355],2[10] - 19[1190]
130,0[0] - 0[0],3[12] - 296[9355],2[10] - 19[1190]
131,0[0] - 0[0],3[12] - 296[9355],2[10] - 19[1190]
132,0[0] - 0[0],3[12] - 296[9355],2[10] - 19[1190]
133,0[0] - 0[0],3[12] - 296[9355],2[10] - 19[1190]
134,0[0] - 0[0],3[12] - 296[9355],2[10] - 19[1190]
135,0[0] - 0[0],3[12] - 296[9355],2[10] - 19[1190]
136,0[0] - 0[0],3[12] - 296[9355],2[10] - 19[1190]
137,0[0] - 0[0],3[12] - 296[9355],2[10] - 19[1190]
138,0[0] - 0[0],3[12] - 296[9355],2[10] - 19[1190]
139,0[0] - 0[0],3[12] - 296[9355],2[10] - 19[1190]
140,0[0] - 0[0],3[12] - 296[9355],2[10] - 19[1190]
141,0[0] - 0[0],3[12] - 296[9355],2[10] - 19[1190]
142,0[0] - 0[0],3[12] - 296[9355],2[10] - 19[1190]
143,0[0] - 0[0],3[12] - 296[9355],2[10] - 19[1190]
144,0[0] - 0[0],3[12] - 296[9355],2[10] - 19[1190]
145,0[0] - 0[0],3[12] - 296[9355],2[10] - 19[1190]
146,0[0] - 0[0],3[12] - 296[9355],2[10] - 19[1190]
147,0[0] - 0[0],3[12] - 296[9355],2[10] - 19[1190]
148,0[0] - 0[0],3[12] - 296[9355],2[10] - 19[1190]
149,0[0] - 0[0],3[12] - 296[9355],2[10] - 19[1190]
150,0[0] - 0[0],3[12] - 296[9355],2[10] - 19[1190]
151,0[0] - 0[0],3[12] - 296[9355],2[10] - 19[1190]
152,0[0] - 0[0],3[12] - 296[9355],2[10] - 19[1190]
153,0[0] - 0[0],3[12] - 296[9355],2[10] - 19[1190]
154,0[0] - 0[0],3[12] - 296[9355],2[10] - 19[1190]
155,0[0] - 0[0],3[12] - 296[9355],2[10] - 19[1190]
156,0[0] - 0[0],3[12] - 296[9355],2[10] - 19[1190]
157,0[0] - 0[0],3[12] - 296[9355],2[10] - 19[1190]
158,0[0] - 0[0],3[12] - 296[9355],2[10] - 19[1190]
159,0[0] - 0[0],3[12] - 296[9355],2[10] - 19[1190]
160,0[0] - 0[0],3[12] - 296[9355],2[10] - 19[1190]
161,0[0] - 0[0],3[12] - 296[9355],2[10] - 19[1190]
162,0[0] - 0[0],3[12] - 296[9355],2[10] - 19[1190]
163,0[0] - 0[0],3[12] - 296[9355],2[10] - 19[1190]
164,0[0] - 0[0],3[12] - 296[9355],2[10] - 19[1190]
165,0[0] - 0[0],3[12] - 296[9355],2[10] - 19[1190]
166,0[0] - 0[0],3[12] - 296[9355],2[10] - 19[1190]
167,0[0] - 0[0],3[12] - 296[9355],2[10] - 19[1190]
168,0[0] - 0[0],3[12] - 296[9355],2[10] - 19[1190]
169,0[0] - 0[0],3[12] - 296[9355],2[10] - 19[1190]
170,0[0] - 0[0],3[12] - 296[9355],2[10] - 19[1190]
171,0[0] - 0[0],3[12] - 296[9355],2[10] - 19[1190]
172,0[0] - 0[0],3[12] - 296[9355],2[10] - 19[1190]
173,0[0] - 0[0],3[12] - 296[9355],2[10] - 19[1190]
174,0[0] - 0[0],3[12] - 296[9355],2[10] - 19[1190]
175,0[0] - 0[0],3[12] - 296[9355],2[10] - 19[1190]
176,0[0] - 0[0],3[12] - 296[9355],2[10] - 19[1190]
177,0[0] - 0[0],3[12] - 296[9355],2[10] - 19[1190]
178,0[0] - 0[0],3[12] - 296[9355],2[10] - 19[1190]
179,0[0] - 0[0],3[12] - 296[9355],2[10] - 19[1190]
180,0[0] - 0[0],3[12] - 296[9355],2[10] - 19[1190]
181,0[0] - 0[0],3[12] - 296[9355],2[10] - 19[1190]
182,0[0] - 0[0],3[12] - 296[9355],2[10] - 19[1190]
183,0[0] - 0[0],3[12] - 296[9355],2[10] - 19[1190]
184,0[0] - 0[0],3[12] - 296[9355],2[10] - 19[1190]
185,0[0] - 0[0],3[12] - 296[9355],2[10] - 19[1190]
186,0[0] - 0[0],3[12] - 296[9355],2[10] - 19[1190]
187,0[0] - 0[0],3[12] - 296[9355],2[10] - 19[1190]
188,0[0] - 0[0],3[12] - 296[9355],2[10] - 19[1190]
189,0[0] - 0[0],3[12] - 296[9355],2[10] - 19[1190]
190,0[0] - 0[0],3[12] - 296[9355],2[10] - 19[1190]
191,0[0] - 0[0],3[12] - 296[9355],2[10] - 19[1190]
192,0[0] - 0[0],3[12] - 296[9355],2[10] - 19[1190]
193,0[0] - 0[0],3[12] - 296[9355],2[10] - 19[1190]
194,0[0] - 0[0],3[12] - 296[9355],2[10] - 19[1190]
195,0[0] - 0[0],3[12] - 296[9355],2[10] - 19[1190]
196,0[0] - 0[0],3[12] - 296[9355],2[10] - 19[1190]
197,0[0] - 0[0],3[12] - 296[9355],2[10] - 19[1190]
198,0[0] - 0[0],3[12] - 296[9355],2[10] - 19[1190]
199,0[0] - 0[0],3[12] - 296[9355],2[10] - 19[1190]
200,0[0] - 0[0],3[12] - 296[9355],2[10] - 19[1190]
201,0[0] - 0[0],3[12] - 296[9355],2[10] - 19[1190]
202,0[0] - 0[0],3[12] - 296[9355],2[10] - 19[1190]
203,0[0] - 0[0],3[12] - 296[9355],2[10] - 19[1190]
204,0[0] - 0[0],3[12] - 296[9355],2[10] - 19[1190]
205,0[0] - 0[0],3[12] - 296[9355],2[10] - 19[1190]
206,0[0] - 0[0],3[12] - 296[9355],2[10] - 19[1190]
207,0[0] - 0[0],3[12] - 296[9355],2[10] - 19[1190]
208,0[0] - 0[0],3[12] - 296[9355],2[10] - 19[1190]
209,0[0] - 0[0],3[12] - 296[9355],2[10] - 19[1190]
210,0[0] - 0[0],3[12] - 296[9355],2[10] - 19[1190]
211,0[0] - 0[0],3[12] - 296[9355],2[10] - 19[1190]
212,0[0] - 0[0],3[12] - 296[9355],2[10] - 19[1190]
213,0[0] - 0[0],3[12] - 296[9355],2[10] - 19[1190]
214,0[0] - 0[0],3[12] - 296[9355],2[10] - 19[1190]
215,0[0] - 0[0],3[12] - 296[9355],2[10] - 19[1190]
216,0[0] - 0[0],3[12] - 296[9355],2[10] - 19[1190]
217,0[0] - 0[0],3[12] - 296[9355],2[10] - 19[1190]
218,0[0] - 0[0],3[12] - 296[9355],2[10] - 19[1190]
219,0[0] - 0[0],3[12] - 296[9355],2[10] - 19[1190]
220,0[0] - 0[0],3[12] - 296[9355],2[10] - 19[1190]
221,0[0] - 0[0],3[12] - 296[9355],2[10] - 19[1190]
222,0[0] - 0[0],3[12] - 296[9355],2[10] - 19[1190]
223,0[0] - 0[0],3[12] - 296[9355],2[10] - 19[1190]
224,0[0] - 0[0],3[12] - 296[9355],2[10] - 19[1190]
225,0[0] - 0[0],3[12] - 296[9355],2[10] - 19[1190]
226,0[0] - 0[0],3[12] - 296[9355],2[10] - 19[1190]
227,0[0] - 0[0],3[12] - 296[9355],2[10] - 19[1190]
228,0[0] - 0[0],3[12] - 296[9355],2[10] - 19[1190]
229,0[0] - 0[0],3[12] - 296[9355],2[10] - 19[1190]
230,0[0] - 0[0],3[12] - 296[9355],2[10] - 19[1190]
231,0[0] - 0[0],3[12] - 296[9355],2[10] - 19[1190]
232,0[0] - 0[0],3[12] - 296[9355],2[10] - 19[1190]
233,0[0] - 0[0],3[12] - 296[9355],2[10] - 19[1190]
234,0[0] - 0[0],3[12] - 296[9355],2[10] - 19[1190]
235,0[0] - 0[0],3[12] - 296[9355],2[10] - 19[1190]
236,0[0] - 0[0],3[12] - 296[9355],2[10] - 19[1190]
237,0[0] - 0[0],3[12] - 296[9355],2[10] - 19[1190]
238,0[0] - 0[0],3[12] - 296[9355],2[10] - 19[1190]
239,0[0] - 0[0],3[12] - 296[9355],2[10] - 19[1190]
240,0[0] - 0[0],3[12] - 296[9355],2[10] - 19[1190]
241,0[0] - 0[0],3[12] - 296[9355],2[10] - 19[1190]
242,0[0] - 0[0],3[12] - 296[9355],2[10] - 19[1190]
243,0[0] - 0[0],3[12] - 296[9355],2[10] - 19[1190]
244,0[0] - 0[0],3[12] - 296[9355],2[10] - 19[1190]
245,0[0] - 0[0],3[12] - 296[9355],2[10] - 19[1190]
246,0[0] - 0[0],3[12] - 296[9355],2[10] - 19[1190]
247,0[0] - 0[0],3[12] - 296[9355],2[10] - 19[1190]
248,0[0] - 0[0],3[12] - 296[9355],2[10] - 19[1190]
249,0[0] - 0[0],3[12] - 296[9355],2[10] - 19[1190]
250,0[0] - 0[0],3[12] - 296[9355],2[10] - 19[1190]
251,0[0] - 0[0],3[12] - 296[9355],2[10] - 19[1190]
252,0[0] - 0[0],3[12] - 296[9355],2[10] - 19[1190]
253,0[0] - 0[0],3[12] - 296[9355],2[10] - 19[1190]
254,0[0] - 0[0],3[12] - 296[9355],2[10] - 19[1190]
255,0[0] - 0[0],3[12] - 296[9355],2[10] - 19[1190]
256,0[0] - 0[0],3[12] - 296[9355],2[10] - 19[1190]
257,0[0] - 0[0],3[12] - 296[9355],2[10] - 19[1190]
258,0[0] - 0[0],3[12] - 296[9355],2[10] - 19[1190]
259,0[0] - 0[0],3[12] - 296[9355],2[10] - 19[1190]
260,0[0] - 0[0],3[12] - 296[9355],2[10] - 19[1190]
261,0[0] - 0[0],3[12] - 296[9355],2[10] - 19[1190]
262,0[0] - 0[0],3[12] - 296[9355],2[10] - 19[1190]
263,0[0] - 0[0],3[12] - 296[9355],2[10] - 19[1190]
264,0[0] - 0[0],3[12] - 296[9355],2[10] - 19[1190]
265,0[0] - 0[0],3[12] - 296[9355],2[10] - 19[1190]
266,0[0] - 0[0],3[12] - 296[9355],2[10] - 19[1190]
267,0[0] - 0[0],3[12] - 296[9355],2[10] - 19[1190]
268,0[0] - 0[0],3[12] - 296[9355],2[10] - 19[1190]
269,0[0] - 0[0],3[12] - 296[9355],2[10] - 19[1190]
270,0[0] - 0[0],3[12] - 296[9355],2[10] - 19[1190]
271,0[0] - 0[0],3[12] - 296[9355],2[10] - 19[1190]
272,0[0] - 0[0],3[12] - 296[9355],2[10] - 19[1190]
273,0[0] - 0[0],3[12] - 296[9355],2[10] - 19[1190]
274,0[0] - 0[0],3[12] - 296[9355],2[10] - 19[1190]
275,0[0] - 0[0],3[12] - 296[9355],2[10] - 19[1190]
276,0[0] - 0[0],3[12] - 296[9355],2[10] - 19[1190]
277,0[0] - 0[0],3[12] - 296[9355],2[10] - 19[1190]
278,0[0] - 0[0],3[12] - 296[9355],2[10] - 19[1190]
279,0[0] - 0[0],3[12] - 296[9355],2[10] - 19[1190]
280,0[0] - 0[0],3[12] - 296[9355],2[10] - 19[1190]
281,0[0] - 0[0],3[12] - 296[9355],2[10] - 19[1190]
282,0[0] - 0[0],3[12] - 296[9355],2[10] - 19[1190]
283,0[0] - 0[0],3[12] - 296[9355],2[10] - 19[1190]
284,0[0] - 0[0],3[12] - 296[9355],2[10] - 19[1190]
285,0[0] - 0[0],3[12] - 296[9355],2[10] - 19[1190]
286,0[0] - 0[0],3[12] - 296[9355],2[10] - 19[1190]
287,0[0] - 0[0],3[12] - 296[9355],2[10] - 19[1190]
288,0[0] - 0[0],3[12] - 296[9355],2[10] - 19[1190]
289,0[0] - 0[0],3[12] - 296[9355],2[10] - 19[1190]
290,0[0] - 0[0],3[12] - 296[9355],2[10] - 19[1190]
291,0[0] - 0[0],3[12] - 296[9355],2[10] - 19[1190]
292,0[0] - 0[0],3[12] - 296[9355],2[10] - 19[1190]
293,0[0] - 0[0],3[12] - 296[9355],2[10] - 19[1190]
294,0[0] - 0[0],3[12] - 296[9355],2[10] - 19[1190]
295,0[0] - 0[0],3[12] - 296[9355],2[10] - 19[1190]
296,0[0] - 0[0],3[12] - 296[9355],2[10] - 19[1190]
297,0[0] - 0[0],3[12] - 296[9355],2[10] - 19[1190]
298,0[0] - 0[0],3[12] - 296[9355],2[10] - 19[1190]
299,0[0] - 0[0],3[12] - 296[9355],2[10] - 19[1190]
300,0[0] - 0[0],3[12] - 296[9355],2[10] - 19[1190]
301,0[0] - 0[0],3[12] - 296[9355],2[10] - 19[1190]
302,0[0] - 0[0],3[12] - 296[9355],2[10] - 19[1190]
303,0[0] - 0[0],3[12] - 296[9355],2[10] - 19[1190]
304,0[0] - 0[0],3[12] - 296[9355],2[10] - 19[1190]
305,0[0] - 0[0],3[12] - 296[9355],2[10] - 19[1190]
306,0[0] - 0[0],3[12] - 296[9355],2[10] - 19[1190]
307,0[0] - 0[0],3[12] - 296[9355],2[10] - 19[1190]
308,0[0] - 0[0],3[12] - 296[9355],2[10] - 19[1190]
309,0[0] - 0[0],3[12] - 296[9355],2[10] - 19[1190]
310,0[0] - 0[0],3[12] - 296[9355],2[10] - 19[1190]
311,0[0] - 0[0],3[12] - 296[9355],2[10] - 19[1190]
312,0[0] - 0[0],3[12] - 296[9355],2[10] - 19[1190]
313,0[0] - 0[0],3[12] - 296[9355],2[10] - 19[1190]
314,0[0] - 0[0],3[12] - 296[9355],2[10] - 19[1190]
315,0[0] - 0[0],3[12] - 296[9355],2[10] - 19[1190]
316,0[0] - 0[0],3[12] - 296[9355],2[10] - 19[1190]
317,0[0] - 0[0],3[12] - 296[9355],2[10] - 19[1190]
318,0[0] - 0[0],3[12] - 296[9355],2[10] - 19[1190]
319,0[0] - 0[0],3[12] - 296[9355],2[10] - 19[1190]
320,0[0] - 0[0],3[12] - 296[9355],2[10] - 19[1190]
321,0[0] - 0[0],3[12] - 296[9355],2[10] - 19[1190]
322,0[0] - 0[0],3[12] - 296[9355],2[10] - 19[1190]
323,0[0] - 0[0],3[12] - 296[9355],2[10] - 19[1190]
324,0[0] - 0[0],3[12] - 296[9355],2[10] - 19[1190]
324,0[0] - 0[0],3[12] - 296[9355],2[10] - 19[1190]
1,0[0] - 0[0],0[0] - 0[0],3[15] - 5[265]
2,0[0] - 12[120],7[28] - 11[345],6[30] - 10[575]
1,0[0] - 0[0],21[84] - 4[130],7[35] - 1[80]
1,13[52] - 1[10],50[200] - 0[0],7[35] - 1[75]
2,1[4] - 3[30],2[8] - 11[345],8[40] - 7[475]
3,0[0] - 26[260],1[4] - 26[825],0[0] - 9[590]
1,0[0] - 0[0],0[0] - 0[0],0[0] - 2[150]
2,1[4] - 11[110],3[12] - 19[590],3[15] - 6[375]
3,0[0] - 18[180],6[24] - 35[1110],6[30] - 9[595]
4,2[8] - 18[180],3[12] - 51[1625],5[25] - 10[645]
5,16[64] - 45[450],7[28] - 68[2170],3[15] - 11[695]
6,21[84] - 61[610],3[12] - 94[3015],6[30] - 12[760]
7,26[104] - 65[650],2[8] - 116[3685],6[30] - 12[760]
1,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
1,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
1,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
2,36[144] - 3[30],4[16] - 8[255],0[0] - 3[210]
3,30[120] - 22[220],6[24] - 34[1075],7[35] - 3[210]
4,0[0] - 24[240],0[0] - 51[1620],8[40] - 7[410]
5,0[0] - 54[540],0[0] - 69[2190],1[5] - 8[460]
1,0[0] - 0[0],1[4] - 4[130],8[40] - 4[270]
2,2[8] - 24[240],5[20] - 18[565],3[15] - 8[555]
3,1[4] - 36[360],5[20] - 34[1065],7[35] - 8[555]
4,2[8] - 39[390],38[152] - 55[1730],0[0] - 9[605]
1,1[4] - 0[0],6[24] - 5[160],1[5] - 5[340]
2,2[8] - 23[230],4[16] - 11[355],1[5] - 9[575]
3,1[4] - 44[440],1[4] - 33[1045],3[15] - 10[640]
4,0[0] - 39[390],5[20] - 48[1510],3[15] - 10[640]
5,2[8] - 70[700],7[28] - 65[2050],4[20] - 11[690]
6,31[124] - 77[770],6[24] - 81[2550],5[25] - 11[690]
7,10[40] - 89[890],0[0] - 97[3055],6[30] - 11[690]
8,1[4] - 112[1120],3[12] - 110[3465],6[30] - 11[690]
9,25[100] - 122[1220],14[56] - 125[3940],1[5] - 13[810]
10,12[48] - 129[1290],39[156] - 136[4280],8[40] - 14[860]
11,4[16] - 149[1490],27[108] - 149[4690],9[45] - 15[935]
12,1[4] - 167[1670],21[84] - 160[5035],9[45] - 15[935]
13,12[48] - 174[1740],3[12] - 171[5375],9[45] - 15[935]
14,0[0] - 189[1890],6[24] - 179[5615],9[45] - 15[935]
15,1[4] - 200[2000],0[0] - 190[5965],9[45] - 15[935]
16,2[8] - 198[1980],3[12] - 197[6195],9[45] - 15[935]
17,9[36] - 198[1980],0[0] - 203[6380],9[45] - 15[935]
18,0[0] - 201[2010],16[64] - 208[6545],9[45] - 15[935]
19,0[0] - 192[1920],1[4] - 215[6765],9[45] - 15[935]
20,0[0] - 192[1920],2[8] - 220[6915],9[45] - 15[935]
21,0[0] - 192[1920],1[4] - 226[7105],9[45] - 15[935]
22,0[0] - 183[1830],0[0] - 231[7260],9[45] - 15[935]
23,0[0] - 183[1830],6[24] - 235[7380],9[45] - 15[935]
24,0[0] - 183[1830],1[4] - 240[7545],9[45] - 15[935]
25,0[0] - 174[1740],3[12] - 245[7705],9[45] - 15[935]
26,0[0] - 174[1740],5[20] - 249[7835],9[45] - 15[935]
27,0[0] - 174[1740],1[4] - 256[8060],9[45] - 15[935]
28,0[0] - 165[1650],3[12] - 261[8215],9[45] - 15[935]
29,0[0] - 165[1650],4[16] - 266[8370],9[45] - 15[935]
30,0[0] - 165[1650],0[0] - 272[8565],9[45] - 15[935]
31,0[0] - 156[1560],3[12] - 272[8565],9[45] - 15[935]
32,0[0] - 156[1560],3[12] - 272[8565],9[45] - 15[935]
33,0[0] - 156[1560],3[12] - 272[8565],9[45] - 15[935]
34,0[0] - 147[1470],3[12] - 272[8565],9[45] - 15[935]
35,0[0] - 147[1470],3[12] - 272[8565],9[45] - 15[935]
36,0[0] - 147[1470],3[12] - 272[8565],9[45] - 15[935]
37,0[0] - 138[1380],3[12] - 272[8565],9[45] - 15[935]
38,0[0] - 138[1380],3[12] - 272[8565],9[45] - 15[935]
39,0[0] - 138[1380],3[12] - 272[8565],9[45] - 15[935]
40,0[0] - 128[1280],3[12] - 272[8565],9[45] - 15[935]
41,0[0] - 128[1280],3[12] - 272[8565],9[45] - 15[935]
42,720[2880] - 128[1280],3[12] - 272[8565],9[45] - 15[935]
43,612[2448] - 146[1460],3[12] - 272[8565],9[45] - 15[935]
44,537[2148] - 171[1710],3[12] - 272[8565],9[45] - 15[935]
45,450[1800] - 201[2010],3[12] - 272[8565],9[45] - 15[935]
46,351[1404] - 224[2240],3[12] - 272[8565],9[45] - 15[935]
47,246[984] - 259[2590],3[12] - 272[8565],9[45] - 15[935]
48,144[576] - 293[2930],3[12] - 272[8565],9[45] - 15[935]
49,54[216] - 313[3130],3[12] - 272[8565],9[45] - 15[935]
50,0[0] - 331[3310],3[12] - 272[8565],9[45] - 15[935]
51,0[0] - 331[3310],3[12] - 272[8565],9[45] - 15[935]
52,0[0] - 322[3220],3[12] - 272[8565],9[45] - 15[935]
53,0[0] - 322[3220],3[12] - 272[8565],9[45] - 15[935]
54,0[0] - 322[3220],3[12] - 272[8565],9[45] - 15[935]
55,0[0] - 313[3130],3[12] - 272[8565],9[45] - 15[935]
56,0[0] - 313[3130],3[12] - 272[8565],9[45] - 15[935]
57,0[0] - 313[3130],3[12] - 272[8565],9[45] - 15[935]
58,0[0] - 304[3040],3[12] - 272[8565],9[45] - 15[935]
