游戏日,烹饪店,轻装店,重装店
1,74[296] - 0[0],0[0] - 4[125],1[5] - 1[50]
2,184[736] - 24[240],48[192] - 17[535],9[45] - 1[50]
3,246[984] - 49[490],0[0] - 32[1005],0[0] - 2[120]
4,306[1224] - 64[640],7[28] - 48[1500],2[10] - 3[170]
5,343[1372] - 96[960],1[4] - 61[1905],14[70] - 3[170]
6,430[1720] - 114[1140],5[20] - 72[2240],0[0] - 4[240]
1,44[176] - 0[0],0[0] - 6[185],3[15] - 0[0]
2,113[452] - 30[300],3[12] - 15[475],8[40] - 1[50]
3,149[596] - 67[670],3[12] - 35[1095],1[5] - 2[120]
4,229[916] - 76[760],0[0] - 52[1620],1[5] - 2[120]
5,323[1292] - 110[1100],35[140] - 63[1965],1[5] - 2[120]
6,358[1432] - 139[1390],7[28] - 75[2340],1[5] - 2[120]
7,382[1528] - 178[1780],0[0] - 88[2755],1[5] - 2[120]
1,75[300] - 0[0],4[16] - 3[90],2[10] - 1[65]
2,142[568] - 26[260],15[60] - 23[720],0[0] - 3[185]
3,222[888] - 46[460],0[0] - 45[1405],2[10] - 4[235]
4,296[1184] - 63[630],5[20] - 58[1820],8[40] - 4[235]
5,408[1632] - 80[800],1[4] - 75[2360],5[25] - 5[285]
6,473[1892] - 106[1060],26[104] - 90[2830],5[25] - 5[285]
7,503[2012] - 126[1260],32[128] - 102[3210],5[25] - 5[285]
8,553[2212] - 153[1530],2[8] - 116[3650],17[85] - 6[355]
9,572[2288] - 184[1840],14[56] - 124[3895],3[15] - 7[425]
10,604[2416] - 201[2010],0[0] - 131[4120],7[35] - 8[490]
11,606[2424] - 223[2230],0[0] - 137[4310],8[40] - 9[570]
12,594[2376] - 249[2490],1[4] - 141[4435],0[0] - 10[645]
13,542[2168] - 276[2760],7[28] - 144[4525],0[0] - 10[645]
14,490[1960] - 308[3080],3[12] - 148[4650],6[30] - 10[645]
15,463[1852] - 336[3360],0[0] - 151[4745],0[0] - 11[710]
16,407[1628] - 358[3580],1[4] - 153[4810],0[0] - 11[710]
17,356[1424] - 390[3900],4[16] - 156[4900],0[0] - 11[710]
18,327[1308] - 418[4180],5[20] - 160[5025],0[0] - 11[710]
19,315[1260] - 433[4330],6[24] - 163[5115],0[0] - 11[710]
20,279[1116] - 462[4620],6[24] - 166[5210],0[0] - 11[710]
21,280[1120] - 483[4830],5[20] - 169[5300],0[0] - 11[710]
22,214[856] - 508[5080],1[4] - 172[5395],0[0] - 11[710]
23,199[796] - 530[5300],7[28] - 174[5455],0[0] - 11[710]
24,155[620] - 563[5630],5[20] - 178[5575],0[0] - 11[710]
25,129[516] - 579[5790],7[28] - 181[5675],0[0] - 11[710]
26,96[384] - 604[6040],1[4] - 185[5795],0[0] - 11[710]
27,66[264] - 632[6320],5[20] - 188[5885],0[0] - 11[710]
28,12[48] - 651[6510],1[4] - 192[6010],0[0] - 11[710]
29,0[0] - 673[6730],3[12] - 195[6100],0[0] - 11[710]
30,2[8] - 691[6910],4[16] - 198[6195],0[0] - 11[710]
31,2[8] - 693[6930],6[24] - 199[6225],0[0] - 11[710]
32,2[8] - 693[6930],6[24] - 199[6225],0[0] - 11[710]
33,2[8] - 693[6930],6[24] - 199[6225],0[0] - 11[710]
34,2[8] - 684[6840],6[24] - 199[6225],0[0] - 11[710]
35,2[8] - 684[6840],6[24] - 199[6225],0[0] - 11[710]
36,1001[4004] - 684[6840],6[24] - 199[6225],0[0] - 11[710]
37,914[3656] - 701[7010],6[24] - 199[6225],0[0] - 11[710]
38,824[3296] - 731[7310],6[24] - 199[6225],0[0] - 11[710]
39,716[2864] - 767[7670],6[24] - 199[6225],0[0] - 11[710]
40,632[2528] - 785[7850],6[24] - 199[6225],0[0] - 11[710]
41,569[2276] - 806[8060],6[24] - 199[6225],0[0] - 11[710]
42,1670[6680] - 840[8400],6[24] - 199[6225],0[0] - 11[710]
43,1607[6428] - 851[8510],6[24] - 199[6225],0[0] - 11[710]
44,1535[6140] - 875[8750],6[24] - 199[6225],0[0] - 11[710]
45,1415[5660] - 915[9150],6[24] - 199[6225],0[0] - 11[710]
46,1667[6668] - 934[9340],6[24] - 199[6225],0[0] - 11[710]
47,1610[6440] - 953[9530],6[24] - 199[6225],0[0] - 11[710]
48,2192[8768] - 996[9960],6[24] - 199[6225],0[0] - 11[710]
49,2111[8444] - 1013[10130],6[24] - 199[6225],0[0] - 11[710]
50,2024[8096] - 1042[10420],6[24] - 199[6225],0[0] - 11[710]
51,1925[7700] - 1075[10750],6[24] - 199[6225],0[0] - 11[710]
52,2346[9384] - 1094[10940],6[24] - 199[6225],0[0] - 11[710]
53,2259[9036] - 1123[11230],6[24] - 199[6225],0[0] - 11[710]
54,2169[8676] - 1153[11530],6[24] - 199[6225],0[0] - 11[710]
55,2073[8292] - 1175[11750],6[24] - 199[6225],0[0] - 11[710]
56,1980[7920] - 1205[12050],6[24] - 199[6225],0[0] - 11[710]
57,2697[10788] - 1228[12280],6[24] - 199[6225],0[0] - 11[710]
58,2622[10488] - 1243[12430],6[24] - 199[6225],0[0] - 11[710]
59,2547[10188] - 1268[12680],6[24] - 199[6225],0[0] - 11[710]
60,2472[9888] - 1293[12930],6[24] - 199[6225],0[0] - 11[710]
61,2394[9576] - 1309[13090],6[24] - 199[6225],0[0] - 11[710]
62,2304[9216] - 1339[13390],6[24] - 199[6225],0[0] - 11[710]
63,3329[13316] - 1365[13650],6[24] - 199[6225],0[0] - 11[710]
64,3245[12980] - 1383[13830],6[24] - 199[6225],0[0] - 11[710]
65,3506[14024] - 1400[14000],6[24] - 199[6225],0[0] - 11[710]
66,3419[13676] - 1428[14280],6[24] - 199[6225],0[0] - 11[710]
67,3314[13256] - 1453[14530],6[24] - 199[6225],0[0] - 11[710]
68,3266[13064] - 1470[14700],6[24] - 199[6225],0[0] - 11[710]
69,3173[12692] - 1501[15010],6[24] - 199[6225],0[0] - 11[710]
70,3092[12368] - 1518[15180],6[24] - 199[6225],0[0] - 11[710]
71,2966[11864] - 1560[15600],6[24] - 199[6225],0[0] - 11[710]
72,3812[15248] - 1586[15860],6[24] - 199[6225],0[0] - 11[710]
73,3716[14864] - 1608[16080],6[24] - 199[6225],0[0] - 11[710]
74,3773[15092] - 1632[16320],6[24] - 199[6225],0[0] - 11[710]
75,3707[14828] - 1654[16540],6[24] - 199[6225],0[0] - 11[710]
76,3602[14408] - 1679[16790],6[24] - 199[6225],0[0] - 11[710]
77,3518[14072] - 1707[17070],6[24] - 199[6225],0[0] - 11[710]
78,3437[13748] - 1734[17340],6[24] - 199[6225],0[0] - 11[710]
79,4167[16668] - 1747[17470],6[24] - 199[6225],0[0] - 11[710]
80,4089[16356] - 1772[17720],6[24] - 199[6225],0[0] - 11[710]
81,4489[17956] - 1793[17930],6[24] - 199[6225],0[0] - 11[710]
82,4387[17548] - 1817[18170],6[24] - 199[6225],0[0] - 11[710]
83,4294[17176] - 1848[18480],6[24] - 199[6225],0[0] - 11[710]
84,4823[19292] - 1881[18810],6[24] - 199[6225],0[0] - 11[710]
85,4751[19004] - 1895[18950],6[24] - 199[6225],0[0] - 11[710]
86,4700[18800] - 1912[19120],6[24] - 199[6225],0[0] - 11[710]
87,4601[18404] - 1945[19450],6[24] - 199[6225],0[0] - 11[710]
88,5027[20108] - 1965[19650],6[24] - 199[6225],0[0] - 11[710]
89,4949[19796] - 1991[19910],6[24] - 199[6225],0[0] - 11[710]
90,4886[19544] - 2012[20120],6[24] - 199[6225],0[0] - 11[710]
91,4820[19280] - 2024[20240],6[24] - 199[6225],0[0] - 11[710]
92,4727[18908] - 2055[20550],6[24] - 199[6225],0[0] - 11[710]
93,4631[18524] - 2087[20870],6[24] - 199[6225],0[0] - 11[710]
94,4550[18200] - 2104[21040],6[24] - 199[6225],0[0] - 11[710]
95,4469[17876] - 2131[21310],6[24] - 199[6225],0[0] - 11[710]
96,4361[17444] - 2167[21670],6[24] - 199[6225],0[0] - 11[710]
97,4256[17024] - 2192[21920],6[24] - 199[6225],0[0] - 11[710]
98,4160[16640] - 2224[22240],6[24] - 199[6225],0[0] - 11[710]
99,4061[16244] - 2257[22570],6[24] - 199[6225],0[0] - 11[710]
100,3995[15980] - 2268[22680],6[24] - 199[6225],0[0] - 11[710]
101,3923[15692] - 2293[22930],6[24] - 199[6225],0[0] - 11[710]
102,3830[15320] - 2324[23240],6[24] - 199[6225],0[0] - 11[710]
103,3746[14984] - 2342[23420],6[24] - 199[6225],0[0] - 11[710]
104,3659[14636] - 2371[23710],6[24] - 199[6225],0[0] - 11[710]
105,3575[14300] - 2399[23990],6[24] - 199[6225],0[0] - 11[710]
106,3473[13892] - 2423[24230],6[24] - 199[6225],0[0] - 11[710]
107,3380[13520] - 2454[24540],6[24] - 199[6225],0[0] - 11[710]
108,3299[13196] - 2481[24810],6[24] - 199[6225],0[0] - 11[710]
109,3197[12788] - 2505[25050],6[24] - 199[6225],0[0] - 11[710]
110,3101[12404] - 2537[25370],6[24] - 199[6225],0[0] - 11[710]
111,3023[12092] - 2563[25630],6[24] - 199[6225],0[0] - 11[710]
112,2972[11888] - 2570[25700],6[24] - 199[6225],0[0] - 11[710]
113,2873[11492] - 2603[26030],6[24] - 199[6225],0[0] - 11[710]
114,2792[11168] - 2630[26300],6[24] - 199[6225],0[0] - 11[710]
115,6850[27400] - 2641[26410],6[24] - 199[6225],0[0] - 11[710]
116,6760[27040] - 2671[26710],6[24] - 199[6225],0[0] - 11[710]
117,6667[26668] - 2701[27010],6[24] - 199[6225],0[0] - 11[710]
118,6580[26320] - 2721[27210],6[24] - 199[6225],0[0] - 11[710]
119,6478[25912] - 2755[27550],6[24] - 199[6225],0[0] - 11[710]
120,6376[25504] - 2789[27890],6[24] - 199[6225],0[0] - 11[710]
121,6280[25120] - 2811[28110],6[24] - 199[6225],0[0] - 11[710]
122,6193[24772] - 2840[28400],6[24] - 199[6225],0[0] - 11[710]
123,6091[24364] - 2874[28740],6[24] - 199[6225],0[0] - 11[710]
124,6016[24064] - 2888[28880],6[24] - 199[6225],0[0] - 11[710]
125,5929[23716] - 2918[29180],6[24] - 199[6225],0[0] - 11[710]
126,5830[23320] - 2951[29510],6[24] - 199[6225],0[0] - 11[710]
127,5770[23080] - 2961[29610],6[24] - 199[6225],0[0] - 11[710]
128,5695[22780] - 2986[29860],11969[47876] - 199[6225],0[0] - 11[710]
129,5608[22432] - 3015[30150],11969[47876] - 199[6225],0[0] - 11[710]
130,5536[22144] - 3029[30290],11961[47844] - 200[6255],0[0] - 11[710]
131,5434[21736] - 3063[30630],11961[47844] - 200[6255],0[0] - 11[710]
132,5341[21364] - 3094[30940],11961[47844] - 200[6255],0[0] - 11[710]
133,5260[21040] - 3111[31110],11952[47808] - 200[6255],0[0] - 11[710]
134,5173[20692] - 3140[31400],11952[47808] - 200[6255],0[0] - 11[710]
135,5104[20416] - 3163[31630],11944[47776] - 201[6290],0[0] - 11[710]
136,5008[20032] - 3185[31850],11944[47776] - 202[6320],0[0] - 11[710]
137,4915[19660] - 3216[32160],11944[47776] - 202[6320],0[0] - 11[710]
138,4813[19252] - 3250[32500],11944[47776] - 202[6320],0[0] - 11[710]
139,4720[18880] - 3271[32710],11944[47776] - 202[6320],0[0] - 11[710]
140,4612[18448] - 3307[33070],11936[47744] - 202[6320],0[0] - 11[710]
141,4528[18112] - 3335[33350],11928[47712] - 203[6350],0[0] - 11[710]
142,8738[34952] - 3362[33620],11928[47712] - 203[6350],0[0] - 11[710]
143,8663[34652] - 3387[33870],11901[47604] - 207[6485],0[0] - 11[710]
144,8573[34292] - 3417[34170],11892[47568] - 207[6485],0[0] - 11[710]
145,8501[34004] - 3431[34310],11884[47536] - 209[6550],0[0] - 11[710]
146,8417[33668] - 3459[34590],11875[47500] - 209[6550],0[0] - 11[710]
147,8363[33452] - 3477[34770],11875[47500] - 209[6550],0[0] - 11[710]
148,8282[33128] - 3494[34940],11875[47500] - 210[6585],0[0] - 11[710]
149,8192[32768] - 3523[35230],11875[47500] - 210[6585],0[0] - 11[710]
150,8096[32384] - 3556[35560],11867[47468] - 211[6615],0[0] - 11[710]
151,8033[32132] - 3567[35670],11858[47432] - 211[6615],0[0] - 11[710]
152,7943[31772] - 3597[35970],11849[47396] - 212[6650],0[0] - 11[710]
153,7856[31424] - 3626[36260],11849[47396] - 212[6650],0[0] - 11[710]
154,7781[31124] - 3641[36410],11841[47364] - 214[6715],0[0] - 11[710]
155,7715[30860] - 3663[36630],11833[47332] - 215[6745],0[0] - 11[710]
156,7631[30524] - 3691[36910],11833[47332] - 215[6745],0[0] - 11[710]
157,7544[30176] - 3710[37100],11825[47300] - 216[6775],0[0] - 11[710]
158,7469[29876] - 3735[37350],11825[47300] - 216[6775],0[0] - 11[710]
159,7385[29540] - 3763[37630],11825[47300] - 216[6775],0[0] - 11[710]
160,7319[29276] - 3775[37750],11825[47300] - 216[6775],0[0] - 11[710]
161,7220[28880] - 3808[38080],11825[47300] - 216[6775],0[0] - 11[710]
162,7145[28580] - 3833[38330],11817[47268] - 217[6805],0[0] - 11[710]
163,7037[28148] - 3859[38590],11817[47268] - 217[6805],0[0] - 11[710]
164,6932[27728] - 3893[38930],11809[47236] - 217[6805],0[0] - 11[710]
165,6875[27500] - 3913[39130],11792[47168] - 219[6865],0[0] - 11[710]
166,6773[27092] - 3937[39370],11792[47168] - 220[6900],0[0] - 11[710]
167,6686[26744] - 3966[39660],11792[47168] - 220[6900],0[0] - 11[710]
168,6599[26396] - 3995[39950],11792[47168] - 220[6900],0[0] - 11[710]
169,6509[26036] - 4015[40150],11792[47168] - 220[6900],0[0] - 11[710]
170,6392[25568] - 4054[40540],11783[47132] - 220[6900],0[0] - 11[710]
171,6287[25148] - 4089[40890],11783[47132] - 221[6935],0[0] - 11[710]
172,6224[24896] - 4100[41000],15749[62996] - 221[6935],0[0] - 11[710]
173,6125[24500] - 4133[41330],15741[62964] - 223[7000],0[0] - 11[710]
174,6056[24224] - 4156[41560],15741[62964] - 223[7000],0[0] - 11[710]
175,5981[23924] - 4171[41710],15733[62932] - 224[7030],0[0] - 11[710]
176,5888[23552] - 4202[42020],15733[62932] - 224[7030],0[0] - 11[710]
177,5807[23228] - 4229[42290],15725[62900] - 225[7060],0[0] - 11[710]
178,5702[22808] - 4254[42540],15717[62868] - 226[7090],0[0] - 11[710]
179,5630[22520] - 4278[42780],15717[62868] - 226[7090],0[0] - 11[710]
180,5525[22100] - 4313[43130],15717[62868] - 226[7090],0[0] - 11[710]
181,5441[21764] - 4331[43310],15717[62868] - 226[7090],0[0] - 11[710]
182,5342[21368] - 4364[43640],15708[62832] - 226[7090],0[0] - 11[710]
183,5246[20984] - 4396[43960],15708[62832] - 227[7125],0[0] - 11[710]
184,5150[20600] - 4418[44180],15708[62832] - 227[7125],0[0] - 11[710]
185,5069[20276] - 4445[44450],15691[62764] - 228[7160],0[0] - 11[710]
186,4982[19928] - 4474[44740],15682[62728] - 230[7225],0[0] - 11[710]
187,4895[19580] - 4493[44930],15674[62696] - 230[7225],0[0] - 11[710]
188,4790[19160] - 4528[45280],15649[62596] - 233[7315],0[0] - 11[710]
189,4727[18908] - 4549[45490],15649[62596] - 234[7350],0[0] - 11[710]
190,4646[18584] - 4565[45650],15649[62596] - 234[7350],0[0] - 11[710]
191,4553[18212] - 4597[45970],15641[62564] - 234[7350],0[0] - 11[710]
192,4475[17900] - 4623[46230],15641[62564] - 234[7350],0[0] - 11[710]
193,4388[17552] - 4642[46420],15641[62564] - 235[7380],0[0] - 11[710]
194,4316[17264] - 4666[46660],15641[62564] - 235[7380],0[0] - 11[710]
195,4262[17048] - 4683[46830],15641[62564] - 235[7380],0[0] - 11[710]
196,4187[16748] - 4699[46990],15633[62532] - 235[7380],0[0] - 11[710]
197,4094[16376] - 4730[47300],15633[62532] - 236[7410],0[0] - 11[710]
198,4022[16088] - 4754[47540],15633[62532] - 236[7410],0[0] - 11[710]
199,3953[15812] - 4767[47670],15633[62532] - 236[7410],0[0] - 11[710]
200,3878[15512] - 4792[47920],15633[62532] - 236[7410],0[0] - 11[710]
201,3800[15200] - 4818[48180],15625[62500] - 237[7440],0[0] - 11[710]
202,3680[14720] - 4848[48480],15617[62468] - 238[7470],0[0] - 11[710]
203,3593[14372] - 4877[48770],15617[62468] - 238[7470],0[0] - 11[710]
204,3521[14084] - 4901[49010],15617[62468] - 238[7470],0[0] - 11[710]
205,3434[13736] - 4920[49200],15617[62468] - 238[7470],0[0] - 11[710]
206,3332[13328] - 4954[49540],15617[62468] - 238[7470],0[0] - 11[710]
207,3260[13040] - 4978[49780],15617[62468] - 238[7470],0[0] - 11[710]
208,13862[55448] - 4992[49920],15609[62436] - 239[7500],0[0] - 11[710]
209,13766[55064] - 5024[50240],15609[62436] - 239[7500],0[0] - 11[710]
210,13670[54680] - 5056[50560],15609[62436] - 239[7500],0[0] - 11[710]
211,13565[54260] - 5080[50800],15609[62436] - 239[7500],0[0] - 11[710]
212,13502[54008] - 5102[51020],15609[62436] - 239[7500],0[0] - 11[710]
213,13382[53528] - 5142[51420],15609[62436] - 239[7500],0[0] - 11[710]
214,13298[53192] - 5160[51600],15600[62400] - 239[7500],0[0] - 11[710]
215,13235[52940] - 5181[51810],15600[62400] - 240[7535],0[0] - 11[710]
216,13127[52508] - 5217[52170],15592[62368] - 241[7565],0[0] - 11[710]
217,13040[52160] - 5236[52360],15592[62368] - 241[7565],0[0] - 11[710]
218,12950[51800] - 5266[52660],15576[62304] - 242[7595],0[0] - 11[710]
219,12854[51416] - 5298[52980],15576[62304] - 242[7595],0[0] - 11[710]
220,12764[51056] - 5318[53180],15576[62304] - 242[7595],0[0] - 11[710]
221,12656[50624] - 5354[53540],15568[62272] - 244[7655],0[0] - 11[710]
222,12575[50300] - 5381[53810],15568[62272] - 244[7655],0[0] - 11[710]
223,12500[50000] - 5396[53960],15560[62240] - 245[7685],0[0] - 11[710]
224,12404[49616] - 5428[54280],15551[62204] - 245[7685],0[0] - 11[710]
225,12308[49232] - 5460[54600],15551[62204] - 246[7720],0[0] - 11[710]
226,12215[48860] - 5481[54810],15551[62204] - 246[7720],0[0] - 11[710]
227,12122[48488] - 5512[55120],15551[62204] - 246[7720],0[0] - 11[710]
228,12047[48188] - 5537[55370],15551[62204] - 246[7720],0[0] - 11[710]
229,11951[47804] - 5559[55590],15551[62204] - 246[7720],0[0] - 11[710]
230,11876[47504] - 5584[55840],15551[62204] - 246[7720],0[0] - 11[710]
231,11765[47060] - 5621[56210],15551[62204] - 246[7720],0[0] - 11[710]
232,11651[46604] - 5649[56490],15535[62140] - 247[7750],0[0] - 11[710]
233,11573[46292] - 5675[56750],15535[62140] - 248[7780],0[0] - 11[710]
234,11498[45992] - 5700[57000],15535[62140] - 248[7780],0[0] - 11[710]
235,15686[62744] - 5713[57130],15535[62140] - 248[7780],0[0] - 11[710]
236,15599[62396] - 5743[57430],15535[62140] - 248[7780],0[0] - 11[710]
237,15521[62084] - 5769[57690],15535[62140] - 248[7780],0[0] - 11[710]
238,15440[61760] - 5786[57860],15527[62108] - 249[7810],0[0] - 11[710]
239,15353[61412] - 5815[58150],15518[62072] - 250[7845],0[0] - 11[710]
240,15272[61088] - 5842[58420],15518[62072] - 250[7845],0[0] - 11[710]
241,15215[60860] - 5851[58510],15518[62072] - 250[7845],0[0] - 11[710]
242,15137[60548] - 5877[58770],15510[62040] - 251[7875],0[0] - 11[710]
243,15068[60272] - 5900[59000],15494[61976] - 252[7905],0[0] - 11[710]
244,14969[59876] - 5923[59230],28774[115096] - 254[7970],0[0] - 11[710]
245,14879[59516] - 5953[59530],28766[115064] - 255[8000],0[0] - 11[710]
246,14813[59252] - 5975[59750],28766[115064] - 255[8000],0[0] - 11[710]
247,14711[58844] - 5999[59990],28758[115032] - 255[8000],0[0] - 11[710]
248,14651[58604] - 6019[60190],28758[115032] - 255[8000],0[0] - 11[710]
249,17003[68012] - 6047[60470],28758[115032] - 256[8030],0[0] - 11[710]
250,16931[67724] - 6061[60610],28758[115032] - 256[8030],0[0] - 11[710]
251,16847[67388] - 6088[60880],28740[114960] - 257[8065],0[0] - 11[710]
252,16769[67076] - 6115[61150],28731[114924] - 258[8100],0[0] - 11[710]
253,16688[66752] - 6132[61320],28731[114924] - 259[8135],0[0] - 11[710]
254,16607[66428] - 6159[61590],28731[114924] - 259[8135],0[0] - 11[710]
255,16508[66032] - 6192[61920],28731[114924] - 259[8135],0[0] - 11[710]
256,16427[65708] - 6209[62090],28714[114856] - 260[8165],0[0] - 11[710]
257,16325[65300] - 6243[62430],28714[114856] - 261[8200],0[0] - 11[710]
258,16238[64952] - 6271[62710],28714[114856] - 261[8200],0[0] - 11[710]
259,17080[68320] - 6295[62950],28714[114856] - 261[8200],0[0] - 11[710]
260,17017[68068] - 6315[63150],28714[114856] - 261[8200],0[0] - 11[710]
261,16930[67720] - 6345[63450],28681[114724] - 265[8325],0[0] - 11[710]
262,16828[67312] - 6369[63690],28681[114724] - 265[8325],0[0] - 11[710]
263,16729[66916] - 6402[64020],28664[114656] - 266[8355],0[0] - 11[710]
264,16651[66604] - 6428[64280],28648[114592] - 269[8450],0[0] - 11[710]
265,16576[66304] - 6443[64430],28648[114592] - 269[8450],0[0] - 11[710]
266,16441[65764] - 6488[64880],28648[114592] - 269[8450],0[0] - 11[710]
267,16381[65524] - 6508[65080],28648[114592] - 269[8450],0[0] - 11[710]
268,16297[65188] - 6526[65260],28648[114592] - 269[8450],0[0] - 11[710]
269,16210[64840] - 6555[65550],28648[114592] - 269[8450],0[0] - 11[710]
270,16078[64312] - 6599[65990],28622[114488] - 272[8550],0[0] - 11[710]
271,15985[63940] - 6620[66200],28614[114456] - 273[8580],0[0] - 11[710]
272,15910[63640] - 6645[66450],28614[114456] - 273[8580],0[0] - 11[710]
273,15850[63400] - 6665[66650],28614[114456] - 273[8580],0[0] - 11[710]
274,15766[63064] - 6682[66820],28614[114456] - 273[8580],0[0] - 11[710]
275,15643[62572] - 6724[67240],28614[114456] - 273[8580],0[0] - 11[710]
276,15562[62248] - 6751[67510],28598[114392] - 275[8640],0[0] - 11[710]
277,18900[75600] - 6759[67590],28598[114392] - 275[8640],0[0] - 11[710]
278,18810[75240] - 6789[67890],28589[114356] - 275[8640],0[0] - 11[710]
279,18723[74892] - 6818[68180],28589[114356] - 276[8675],0[0] - 11[710]
280,18651[74604] - 6832[68320],28581[114324] - 277[8705],0[0] - 11[710]
281,18573[74292] - 6858[68580],28549[114196] - 280[8795],0[0] - 11[710]
282,18480[73920] - 6889[68890],28549[114196] - 280[8795],0[0] - 11[710]
283,18399[73596] - 6906[69060],28540[114160] - 282[8860],0[0] - 11[710]
284,18318[73272] - 6933[69330],28532[114128] - 282[8860],0[0] - 11[710]
285,18249[72996] - 6956[69560],28532[114128] - 283[8890],0[0] - 11[710]
286,18150[72600] - 6979[69790],28532[114128] - 283[8890],0[0] - 11[710]
287,18042[72168] - 7015[70150],28532[114128] - 283[8890],0[0] - 11[710]
288,17958[71832] - 7043[70430],28532[114128] - 283[8890],0[0] - 11[710]
289,17883[71532] - 7058[70580],28523[114092] - 284[8925],0[0] - 11[710]
290,17805[71220] - 7084[70840],28523[114092] - 284[8925],0[0] - 11[710]
291,20092[80368] - 7111[71110],28523[114092] - 284[8925],0[0] - 11[710]
292,20008[80032] - 7130[71300],28523[114092] - 284[8925],0[0] - 11[710]
293,19909[79636] - 7163[71630],28523[114092] - 284[8925],0[0] - 11[710]
294,19831[79324] - 7189[71890],28506[114024] - 286[8990],0[0] - 11[710]
295,19732[78928] - 7212[72120],28506[114024] - 286[8990],0[0] - 11[710]
296,20570[82280] - 7247[72470],28506[114024] - 286[8990],0[0] - 11[710]
297,20486[81944] - 7275[72750],28490[113960] - 288[9050],0[0] - 11[710]
298,20396[81584] - 7295[72950],28474[113896] - 289[9080],0[0] - 11[710]
299,20294[81176] - 7329[73290],28466[113864] - 290[9110],0[0] - 11[710]
300,20195[80780] - 7362[73620],28457[113828] - 292[9175],0[0] - 11[710]
301,20114[80456] - 7379[73790],28457[113828] - 292[9175],0[0] - 11[710]
302,20009[80036] - 7414[74140],28449[113796] - 292[9175],0[0] - 11[710]
303,19904[79616] - 7449[74490],28449[113796] - 292[9175],0[0] - 11[710]
304,19820[79280] - 7467[74670],28449[113796] - 293[9205],0[0] - 11[710]
305,19730[78920] - 7497[74970],28449[113796] - 293[9205],0[0] - 11[710]
306,19661[78644] - 7520[75200],28449[113796] - 293[9205],0[0] - 11[710]
307,19571[78284] - 7540[75400],28416[113664] - 297[9330],0[0] - 11[710]
308,19472[77888] - 7573[75730],28416[113664] - 297[9330],0[0] - 11[710]
309,19394[77576] - 7599[75990],28407[113628] - 298[9365],0[0] - 11[710]
310,19301[77204] - 7620[76200],28407[113628] - 298[9365],0[0] - 11[710]
311,19229[76916] - 7644[76440],28399[113596] - 298[9365],0[0] - 11[710]
312,19118[76472] - 7681[76810],28399[113596] - 299[9395],0[0] - 11[710]
313,19031[76124] - 7700[77000],28390[113560] - 300[9430],0[0] - 11[710]
314,18953[75812] - 7726[77260],28390[113560] - 300[9430],0[0] - 11[710]
315,18860[75440] - 7757[77570],28382[113528] - 301[9460],0[0] - 11[710]
316,18785[75140] - 7772[77720],28382[113528] - 301[9460],0[0] - 11[710]
317,18704[74816] - 7799[77990],28382[113528] - 301[9460],0[0] - 11[710]
318,18623[74492] - 7826[78260],28374[113496] - 302[9490],0[0] - 11[710]
319,18545[74180] - 7842[78420],28374[113496] - 302[9490],0[0] - 11[710]
320,18455[73820] - 7872[78720],28356[113424] - 303[9525],0[0] - 11[710]
321,18347[73388] - 7908[79080],28340[113360] - 305[9590],0[0] - 11[710]
322,18260[73040] - 7927[79270],28340[113360] - 306[9620],0[0] - 11[710]
323,18185[72740] - 7952[79520],28340[113360] - 306[9620],0[0] - 11[710]
324,18110[72440] - 7977[79770],28340[113360] - 306[9620],0[0] - 11[710]
324,18092[72368] - 7983[79830],28340[113360] - 306[9620],0[0] - 11[710]
1,120[480] - 1[10],61[244] - 5[165],0[0] - 0[0]
2,168[672] - 21[210],4[16] - 24[760],1[5] - 1[65]
1,82[328] - 1[10],1[4] - 3[100],2[10] - 1[50]
1,63[252] - 1[10],0[0] - 0[0],3[15] - 0[0]
2,116[464] - 22[220],7[28] - 18[555],1[5] - 1[50]
3,204[816] - 58[580],1[4] - 34[1070],1[5] - 1[50]
1,67[268] - 0[0],59[236] - 0[0],0[0] - 0[0]
2,123[492] - 21[210],1[4] - 17[540],1[5] - 2[120]
3,186[744] - 57[570],6[24] - 34[1075],5[25] - 3[185]
4,245[980] - 78[780],7[28] - 49[1550],0[0] - 5[285]
5,286[1144] - 109[1090],2[8] - 62[1960],3[15] - 6[335]
6,352[1408] - 138[1380],4[16] - 76[2400],3[15] - 6[335]
7,386[1544] - 157[1570],1[4] - 83[2615],3[15] - 6[335]
1,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
1,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
1,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
2,76[304] - 11[110],2[8] - 12[380],2[10] - 1[50]
3,181[724] - 39[390],23[92] - 26[835],8[40] - 1[50]
4,191[764] - 64[640],7[28] - 37[1190],4[20] - 2[115]
5,273[1092] - 89[890],0[0] - 55[1745],2[10] - 3[165]
1,104[416] - 2[20],0[0] - 13[420],0[0] - 0[0]
2,130[520] - 35[350],0[0] - 25[800],0[0] - 2[115]
3,204[816] - 61[610],4[16] - 42[1350],3[15] - 2[115]
4,247[988] - 84[840],3[12] - 56[1795],2[10] - 3[165]
1,54[216] - 3[30],5[20] - 3[90],2[10] - 0[0]
2,127[508] - 36[360],6[24] - 18[565],4[20] - 1[50]
